fecmed,medici
12/01/2022 09:42:00,285.90
12/01/2022 10:42:00,297.90
12/01/2022 11:42:00,308.90
12/01/2022 12:42:00,313.40
12/01/2022 13:42:00,326.30
12/01/2022 14:42:00,340.40
12/01/2022 15:42:00,346.00
12/01/2022 16:42:00,354.00
12/01/2022 17:42:00,351.20
12/01/2022 18:42:00,331.40
12/01/2022 19:42:00,318.80
12/01/2022 20:42:00,310.00
12/01/2022 21:42:00,298.90
12/01/2022 22:42:00,291.00
12/01/2022 23:42:00,290.10
13/01/2022 00:42:00,287.70
13/01/2022 01:42:00,289.10
13/01/2022 02:42:00,291.10
13/01/2022 03:42:00,286.00
13/01/2022 04:42:00,289.20
13/01/2022 05:42:00,288.70
13/01/2022 06:42:00,286.10
13/01/2022 07:42:00,286.90
13/01/2022 08:42:00,287.10
13/01/2022 09:42:00,285.50
13/01/2022 10:42:00,302.70
13/01/2022 11:42:00,309.10
13/01/2022 12:42:00,314.10
13/01/2022 13:42:00,329.50
13/01/2022 14:42:00,365.50
13/01/2022 15:42:00,359.70
13/01/2022 16:42:00,364.50
13/01/2022 17:42:00,364.00
13/01/2022 18:42:00,335.20
13/01/2022 19:42:00,314.70
13/01/2022 20:42:00,297.50
13/01/2022 21:42:00,296.50
13/01/2022 22:42:00,292.50
14/01/2022 00:42:00,281.40
14/01/2022 01:42:00,279.30
14/01/2022 02:42:00,280.00
14/01/2022 03:42:00,280.10
14/01/2022 04:42:00,280.60
14/01/2022 05:42:00,279.90
14/01/2022 06:42:00,280.40
14/01/2022 07:42:00,278.50
14/01/2022 08:42:00,272.00
14/01/2022 09:42:00,279.60
14/01/2022 10:42:00,294.60
14/01/2022 11:42:00,300.20
14/01/2022 12:42:00,306.90
14/01/2022 13:42:00,313.20
14/01/2022 14:42:00,320.70
14/01/2022 15:42:00,324.80
14/01/2022 16:42:00,328.60
14/01/2022 17:42:00,326.80
14/01/2022 18:42:00,333.50
14/01/2022 19:42:00,321.20
14/01/2022 20:42:00,311.70
14/01/2022 21:42:00,315.20
14/01/2022 22:42:00,305.10
14/01/2022 23:42:00,295.00
15/01/2022 00:42:00,294.40
15/01/2022 01:42:00,296.50
15/01/2022 02:42:00,307.50
15/01/2022 03:42:00,308.80
15/01/2022 04:42:00,289.30
15/01/2022 05:42:00,282.10
15/01/2022 06:42:00,276.70
15/01/2022 07:42:00,281.30
15/01/2022 08:42:00,278.20
15/01/2022 09:42:00,283.00
15/01/2022 10:42:00,293.60
15/01/2022 11:42:00,302.10
15/01/2022 12:42:00,311.90
15/01/2022 13:42:00,311.80
15/01/2022 14:42:00,312.30
15/01/2022 15:42:00,308.90
15/01/2022 16:42:00,310.40
15/01/2022 17:42:00,306.30
15/01/2022 18:42:00,298.80
15/01/2022 19:42:00,290.00
15/01/2022 20:42:00,279.10
15/01/2022 21:42:00,284.90
15/01/2022 22:42:00,274.90
15/01/2022 23:42:00,281.40
16/01/2022 00:42:00,279.70
16/01/2022 01:42:00,275.70
16/01/2022 02:42:00,307.70
16/01/2022 03:42:00,279.50
16/01/2022 04:42:00,289.90
16/01/2022 05:42:00,276.80
16/01/2022 06:42:00,280.00
16/01/2022 07:42:00,320.20
16/01/2022 08:42:00,321.20
16/01/2022 09:42:00,317.00
16/01/2022 10:42:00,271.40
16/01/2022 11:42:00,297.40
16/01/2022 12:42:00,298.20
16/01/2022 13:42:00,329.90
16/01/2022 14:42:00,338.30
16/01/2022 15:42:00,331.00
16/01/2022 16:42:00,340.50
16/01/2022 17:42:00,330.70
16/01/2022 18:42:00,332.30
16/01/2022 19:42:00,315.90
16/01/2022 20:42:00,292.30
16/01/2022 21:42:00,283.60
16/01/2022 22:42:00,296.30
16/01/2022 23:42:00,284.20
17/01/2022 00:42:00,279.80
17/01/2022 01:42:00,267.50
17/01/2022 02:42:00,257.70
17/01/2022 03:42:00,285.00
17/01/2022 04:42:00,303.50
17/01/2022 05:42:00,296.40
17/01/2022 06:42:00,294.10
17/01/2022 07:42:00,290.00
17/01/2022 08:42:00,288.40
17/01/2022 09:42:00,270.30
17/01/2022 10:42:00,308.50
17/01/2022 11:42:00,282.40
17/01/2022 12:42:00,294.70
17/01/2022 13:42:00,292.30
17/01/2022 14:42:00,297.20
17/01/2022 15:42:00,290.10
17/01/2022 16:42:00,283.80
17/01/2022 17:42:00,271.90
17/01/2022 18:42:00,269.70
17/01/2022 19:42:00,259.90
17/01/2022 20:42:00,259.90
17/01/2022 21:42:00,262.20
