fecmed,medici
12/01/2022 09:42:00,718.20
12/01/2022 10:42:00,718.30
12/01/2022 11:42:00,718.30
12/01/2022 12:42:00,718.30
12/01/2022 13:42:00,718.40
12/01/2022 14:42:00,718.30
12/01/2022 15:42:00,718.30
12/01/2022 16:42:00,717.80
12/01/2022 17:42:00,717.80
12/01/2022 18:42:00,717.80
12/01/2022 19:42:00,717.60
12/01/2022 20:42:00,717.90
12/01/2022 21:42:00,718.10
12/01/2022 22:42:00,718.70
12/01/2022 23:42:00,718.80
13/01/2022 00:42:00,718.80
13/01/2022 01:42:00,718.70
13/01/2022 02:42:00,718.40
13/01/2022 03:42:00,717.90
13/01/2022 04:42:00,717.60
13/01/2022 05:42:00,717.30
13/01/2022 06:42:00,717.10
13/01/2022 07:42:00,717.30
13/01/2022 08:42:00,717.30
13/01/2022 09:42:00,717.30
13/01/2022 10:42:00,717.80
13/01/2022 11:42:00,717.60
13/01/2022 12:42:00,717.90
13/01/2022 13:42:00,717.80
13/01/2022 14:42:00,717.80
13/01/2022 15:42:00,717.80
13/01/2022 16:42:00,717.30
13/01/2022 17:42:00,717.60
13/01/2022 18:42:00,717.30
13/01/2022 19:42:00,717.50
13/01/2022 20:42:00,717.30
13/01/2022 21:42:00,717.60
13/01/2022 22:42:00,717.80
14/01/2022 00:42:00,717.80
14/01/2022 01:42:00,717.60
14/01/2022 02:42:00,717.60
14/01/2022 03:42:00,716.90
14/01/2022 04:42:00,716.90
14/01/2022 05:42:00,716.90
14/01/2022 06:42:00,716.30
14/01/2022 07:42:00,716.30
14/01/2022 08:42:00,716.60
14/01/2022 09:42:00,716.60
14/01/2022 10:42:00,717.10
14/01/2022 11:42:00,717.30
14/01/2022 12:42:00,717.00
14/01/2022 13:42:00,717.00
14/01/2022 14:42:00,716.60
14/01/2022 15:42:00,716.30
14/01/2022 16:42:00,716.20
14/01/2022 17:42:00,716.20
14/01/2022 18:42:00,715.80
14/01/2022 19:42:00,716.30
14/01/2022 20:42:00,716.30
14/01/2022 21:42:00,716.70
14/01/2022 22:42:00,717.10
14/01/2022 23:42:00,717.40
15/01/2022 00:42:00,717.70
15/01/2022 01:42:00,717.40
15/01/2022 02:42:00,716.90
15/01/2022 03:42:00,716.60
15/01/2022 04:42:00,716.00
15/01/2022 05:42:00,715.60
15/01/2022 06:42:00,715.80
15/01/2022 07:42:00,716.00
15/01/2022 08:42:00,716.00
15/01/2022 09:42:00,716.40
15/01/2022 10:42:00,716.90
15/01/2022 11:42:00,716.80
15/01/2022 12:42:00,716.80
15/01/2022 13:42:00,716.40
15/01/2022 14:42:00,716.60
15/01/2022 15:42:00,715.80
15/01/2022 16:42:00,716.00
15/01/2022 17:42:00,715.70
15/01/2022 18:42:00,715.70
15/01/2022 19:42:00,715.50
15/01/2022 20:42:00,715.30
15/01/2022 21:42:00,715.50
15/01/2022 22:42:00,716.20
15/01/2022 23:42:00,716.30
16/01/2022 00:42:00,716.60
16/01/2022 01:42:00,716.40
16/01/2022 02:42:00,715.60
16/01/2022 03:42:00,715.30
16/01/2022 04:42:00,714.80
16/01/2022 05:42:00,714.40
16/01/2022 06:42:00,714.10
16/01/2022 07:42:00,714.50
16/01/2022 08:42:00,714.40
16/01/2022 09:42:00,714.80
16/01/2022 10:42:00,714.60
16/01/2022 11:42:00,714.50
16/01/2022 12:42:00,713.80
16/01/2022 13:42:00,714.20
16/01/2022 14:42:00,714.50
16/01/2022 15:42:00,713.80
16/01/2022 16:42:00,713.80
16/01/2022 17:42:00,713.90
16/01/2022 18:42:00,713.60
16/01/2022 19:42:00,714.50
16/01/2022 20:42:00,713.70
16/01/2022 21:42:00,713.80
16/01/2022 22:42:00,713.30
16/01/2022 23:42:00,714.00
17/01/2022 00:42:00,713.80
17/01/2022 01:42:00,713.50
17/01/2022 02:42:00,713.10
17/01/2022 03:42:00,712.50
17/01/2022 04:42:00,712.30
17/01/2022 05:42:00,712.20
17/01/2022 06:42:00,711.50
17/01/2022 07:42:00,712.20
17/01/2022 08:42:00,711.80
17/01/2022 09:42:00,711.80
17/01/2022 10:42:00,712.70
17/01/2022 11:42:00,713.10
17/01/2022 12:42:00,711.90
17/01/2022 13:42:00,712.20
17/01/2022 14:42:00,712.90
17/01/2022 15:42:00,712.90
17/01/2022 16:42:00,712.20
17/01/2022 17:42:00,712.60
17/01/2022 18:42:00,712.30
17/01/2022 19:42:00,712.60
17/01/2022 20:42:00,712.50
17/01/2022 21:42:00,712.40
17/01/2022 22:42:00,712.40
17/01/2022 23:42:00,712.80
18/01/2022 00:42:00,713.50
18/01/2022 01:42:00,713.50
18/01/2022 02:42:00,713.50
18/01/2022 03:42:00,712.80
18/01/2022 04:42:00,712.00
18/01/2022 05:42:00,711.50
18/01/2022 06:42:00,711.70
18/01/2022 07:42:00,711.80
18/01/2022 08:42:00,711.80
18/01/2022 09:42:00,712.70
18/01/2022 10:42:00,712.50
18/01/2022 11:42:00,712.60
18/01/2022 12:42:00,712.20
18/01/2022 13:42:00,712.50
18/01/2022 14:42:00,712.90
18/01/2022 15:42:00,713.20
18/01/2022 16:42:00,713.20
18/01/2022 17:42:00,713.20
18/01/2022 18:42:00,712.60
18/01/2022 19:42:00,712.70
18/01/2022 20:42:00,712.80
18/01/2022 21:42:00,713.00
18/01/2022 22:42:00,713.30
18/01/2022 23:42:00,713.90
19/01/2022 00:42:00,714.10
19/01/2022 01:42:00,713.80
19/01/2022 02:42:00,714.00
19/01/2022 03:42:00,713.50
19/01/2022 04:42:00,713.20
19/01/2022 05:42:00,712.80
19/01/2022 06:42:00,713.20
19/01/2022 07:42:00,713.50
19/01/2022 08:42:00,713.80
19/01/2022 09:42:00,713.80
19/01/2022 10:42:00,714.10
19/01/2022 11:42:00,713.90
19/01/2022 12:42:00,714.50
19/01/2022 13:42:00,714.50
19/01/2022 14:42:00,714.80
19/01/2022 15:42:00,714.50
19/01/2022 16:42:00,715.20
19/01/2022 17:42:00,715.10
19/01/2022 18:42:00,715.00
19/01/2022 19:42:00,715.00
19/01/2022 20:42:00,715.00
19/01/2022 21:42:00,714.30
19/01/2022 22:42:00,715.20
19/01/2022 23:42:00,716.00
20/01/2022 00:42:00,716.10
20/01/2022 01:42:00,715.40
20/01/2022 02:42:00,714.80
20/01/2022 03:42:00,714.80
20/01/2022 04:42:00,714.10
20/01/2022 05:42:00,714.10
20/01/2022 06:42:00,714.30
20/01/2022 07:42:00,714.00
20/01/2022 08:42:00,714.10
20/01/2022 09:42:00,714.10
20/01/2022 10:42:00,714.40
20/01/2022 11:42:00,714.50
20/01/2022 12:42:00,714.70
20/01/2022 13:42:00,714.80
20/01/2022 14:42:00,714.80
20/01/2022 15:42:00,715.00
20/01/2022 16:42:00,714.70
20/01/2022 17:42:00,715.10
20/01/2022 18:42:00,715.10
20/01/2022 19:42:00,714.80
20/01/2022 20:42:00,715.10
20/01/2022 21:42:00,715.00
20/01/2022 22:42:00,714.90
20/01/2022 23:42:00,715.60
21/01/2022 00:42:00,715.80
21/01/2022 01:42:00,715.30
21/01/2022 02:42:00,715.10
21/01/2022 03:42:00,714.50
21/01/2022 04:42:00,714.10
21/01/2022 05:42:00,713.80
21/01/2022 06:42:00,713.50
21/01/2022 07:42:00,713.50
21/01/2022 08:42:00,714.00
21/01/2022 09:42:00,714.10
21/01/2022 10:42:00,714.00
21/01/2022 11:42:00,713.80
21/01/2022 12:42:00,713.70
21/01/2022 13:42:00,714.10
21/01/2022 14:42:00,714.50
21/01/2022 15:42:00,714.80
21/01/2022 16:42:00,714.40
21/01/2022 17:42:00,714.30
21/01/2022 18:42:00,714.30
21/01/2022 19:42:00,714.00
21/01/2022 20:42:00,714.20
21/01/2022 21:42:00,713.90
21/01/2022 22:42:00,714.10
21/01/2022 23:42:00,714.00
22/01/2022 00:42:00,714.50
22/01/2022 01:42:00,714.40
22/01/2022 02:42:00,714.10
22/01/2022 03:42:00,714.10
22/01/2022 04:42:00,713.60
22/01/2022 05:42:00,713.80
22/01/2022 06:42:00,714.30
22/01/2022 07:42:00,714.30
22/01/2022 08:42:00,714.10
22/01/2022 09:42:00,714.30
22/01/2022 10:42:00,714.80
22/01/2022 11:42:00,714.80
22/01/2022 12:42:00,714.80
22/01/2022 13:42:00,715.20
22/01/2022 14:42:00,715.50
22/01/2022 15:42:00,715.70
22/01/2022 16:42:00,715.80
22/01/2022 17:42:00,715.80
22/01/2022 18:42:00,715.50
22/01/2022 19:42:00,715.40
22/01/2022 20:42:00,715.10
22/01/2022 21:42:00,715.50
22/01/2022 22:42:00,716.00
22/01/2022 23:42:00,716.60
23/01/2022 00:42:00,716.70
23/01/2022 01:42:00,716.10
23/01/2022 02:42:00,716.10
23/01/2022 03:42:00,715.60
23/01/2022 04:42:00,715.40
23/01/2022 05:42:00,715.10
23/01/2022 06:42:00,715.10
23/01/2022 07:42:00,715.40
23/01/2022 08:42:00,715.30
23/01/2022 09:42:00,715.80
23/01/2022 10:42:00,715.90
23/01/2022 11:42:00,716.10
23/01/2022 12:42:00,716.50
23/01/2022 13:42:00,716.10
23/01/2022 14:42:00,716.80
23/01/2022 15:42:00,716.60
23/01/2022 16:42:00,716.30
23/01/2022 17:42:00,716.60
23/01/2022 18:42:00,716.60
23/01/2022 19:42:00,716.50
23/01/2022 20:42:00,716.00
23/01/2022 21:42:00,716.50
23/01/2022 22:42:00,716.70
23/01/2022 23:42:00,717.30
24/01/2022 00:42:00,716.90
24/01/2022 01:42:00,716.70
24/01/2022 02:42:00,716.10
24/01/2022 03:42:00,716.10
24/01/2022 04:42:00,715.40
24/01/2022 05:42:00,715.40
24/01/2022 06:42:00,715.40
24/01/2022 07:42:00,715.60
24/01/2022 08:42:00,715.80
24/01/2022 09:42:00,715.70
24/01/2022 10:42:00,715.60
24/01/2022 11:42:00,715.70
24/01/2022 12:42:00,715.70
24/01/2022 13:42:00,715.70
24/01/2022 14:42:00,715.70
24/01/2022 15:42:00,715.70
24/01/2022 16:42:00,715.20
24/01/2022 17:42:00,715.30
24/01/2022 18:42:00,715.00
24/01/2022 19:42:00,715.00
24/01/2022 20:42:00,714.70
24/01/2022 21:42:00,714.80
24/01/2022 22:42:00,715.10
24/01/2022 23:42:00,715.90
25/01/2022 00:42:00,716.00
25/01/2022 01:42:00,716.00
25/01/2022 02:42:00,715.30
25/01/2022 03:42:00,715.00
25/01/2022 04:42:00,715.00
25/01/2022 05:42:00,714.60
25/01/2022 06:42:00,714.00
25/01/2022 07:42:00,714.50
25/01/2022 08:42:00,714.80
25/01/2022 09:42:00,714.60
25/01/2022 10:42:00,715.30
25/01/2022 11:42:00,715.60
25/01/2022 12:42:00,715.00
25/01/2022 13:42:00,715.30
25/01/2022 14:42:00,715.70
25/01/2022 15:42:00,715.70
25/01/2022 16:42:00,716.00
25/01/2022 17:42:00,715.70
25/01/2022 18:42:00,715.30
25/01/2022 19:42:00,716.00
25/01/2022 20:42:00,715.80
25/01/2022 21:42:00,716.50
25/01/2022 22:42:00,716.50
25/01/2022 23:42:00,716.90
26/01/2022 00:42:00,716.90
26/01/2022 01:42:00,717.30
26/01/2022 02:42:00,716.90
26/01/2022 03:42:00,716.30
26/01/2022 04:42:00,716.00
26/01/2022 05:42:00,715.40
26/01/2022 06:42:00,715.10
26/01/2022 07:42:00,715.80
26/01/2022 08:42:00,715.90
26/01/2022 09:42:00,715.80
26/01/2022 10:42:00,716.30
26/01/2022 11:42:00,716.50
26/01/2022 12:42:00,716.30
26/01/2022 13:42:00,716.50
26/01/2022 14:42:00,716.30
26/01/2022 15:42:00,716.60
26/01/2022 16:42:00,717.00
26/01/2022 17:42:00,717.30
26/01/2022 18:42:00,717.00
26/01/2022 19:42:00,717.10
26/01/2022 20:42:00,717.00
26/01/2022 21:42:00,717.40
26/01/2022 22:42:00,717.40
26/01/2022 23:42:00,717.80
27/01/2022 00:42:00,717.90
27/01/2022 01:42:00,718.20
27/01/2022 02:42:00,717.90
27/01/2022 03:42:00,717.60
27/01/2022 04:42:00,717.30
27/01/2022 05:42:00,716.60
27/01/2022 06:42:00,716.60
27/01/2022 07:42:00,716.40
27/01/2022 08:42:00,717.00
27/01/2022 09:42:00,717.10
27/01/2022 10:42:00,717.60
27/01/2022 11:42:00,717.40
27/01/2022 12:42:00,717.30
27/01/2022 13:42:00,717.00
27/01/2022 14:42:00,717.00
27/01/2022 15:42:00,717.00
27/01/2022 16:42:00,717.00
27/01/2022 17:42:00,716.30
27/01/2022 18:42:00,716.10
27/01/2022 19:42:00,716.00
27/01/2022 20:42:00,716.30
27/01/2022 21:42:00,716.50
27/01/2022 22:42:00,716.80
27/01/2022 23:42:00,716.80
28/01/2022 00:42:00,716.90
28/01/2022 01:42:00,716.60
28/01/2022 02:42:00,716.30
28/01/2022 03:42:00,716.00
28/01/2022 04:42:00,715.60
28/01/2022 05:42:00,715.00
28/01/2022 06:42:00,715.00
28/01/2022 07:42:00,715.10
28/01/2022 08:42:00,715.40
28/01/2022 09:42:00,715.70
28/01/2022 10:42:00,715.80
28/01/2022 11:42:00,715.80
28/01/2022 12:42:00,715.70
28/01/2022 13:42:00,715.30
28/01/2022 14:42:00,715.70
28/01/2022 15:42:00,715.30
28/01/2022 16:42:00,715.70
28/01/2022 17:42:00,715.70
28/01/2022 18:42:00,715.30
28/01/2022 19:42:00,715.30
28/01/2022 20:42:00,715.40
28/01/2022 21:42:00,715.80
28/01/2022 22:42:00,716.10
28/01/2022 23:42:00,716.60
29/01/2022 00:42:00,716.90
29/01/2022 01:42:00,716.40
29/01/2022 02:42:00,716.60
29/01/2022 03:42:00,716.40
29/01/2022 04:42:00,715.80
29/01/2022 05:42:00,715.40
29/01/2022 06:42:00,714.90
29/01/2022 07:42:00,715.10
29/01/2022 08:42:00,715.40
29/01/2022 09:42:00,715.80
29/01/2022 10:42:00,716.30
29/01/2022 11:42:00,716.30
29/01/2022 12:42:00,716.80
29/01/2022 13:42:00,716.10
29/01/2022 14:42:00,716.50
29/01/2022 15:42:00,716.00
29/01/2022 16:42:00,715.70
29/01/2022 17:42:00,715.80
29/01/2022 18:42:00,715.80
29/01/2022 19:42:00,715.70
29/01/2022 20:42:00,715.60
29/01/2022 21:42:00,715.60
29/01/2022 22:42:00,716.20
29/01/2022 23:42:00,716.60
30/01/2022 00:42:00,716.90
30/01/2022 01:42:00,716.70
30/01/2022 02:42:00,716.70
30/01/2022 03:42:00,716.30
30/01/2022 04:42:00,716.10
30/01/2022 05:42:00,715.40
30/01/2022 06:42:00,715.40
30/01/2022 07:42:00,715.80
30/01/2022 08:42:00,715.90
30/01/2022 09:42:00,716.10
30/01/2022 10:42:00,716.10
30/01/2022 11:42:00,716.50
30/01/2022 12:42:00,716.60
30/01/2022 13:42:00,716.30
30/01/2022 14:42:00,716.20
30/01/2022 15:42:00,716.10
30/01/2022 16:42:00,716.30
30/01/2022 17:42:00,716.00
30/01/2022 18:42:00,716.00
30/01/2022 19:42:00,716.00
30/01/2022 20:42:00,716.40
30/01/2022 21:42:00,716.90
30/01/2022 22:42:00,716.90
30/01/2022 23:42:00,716.90
31/01/2022 00:42:00,716.80
31/01/2022 01:42:00,716.90
31/01/2022 02:42:00,716.10
31/01/2022 03:42:00,715.40
31/01/2022 04:42:00,715.60
31/01/2022 05:42:00,715.10
31/01/2022 06:42:00,715.10
31/01/2022 07:42:00,715.00
31/01/2022 08:42:00,715.10
31/01/2022 09:42:00,715.90
31/01/2022 10:42:00,715.70
31/01/2022 11:42:00,716.10
31/01/2022 12:42:00,716.00
31/01/2022 13:42:00,716.00
31/01/2022 14:42:00,716.10
31/01/2022 15:42:00,715.70
31/01/2022 16:42:00,715.70
31/01/2022 17:42:00,715.30
31/01/2022 18:42:00,715.00
31/01/2022 19:42:00,715.30
31/01/2022 20:42:00,714.80
31/01/2022 21:42:00,715.10
31/01/2022 22:42:00,715.20
31/01/2022 23:42:00,716.00
01/02/2022 00:42:00,716.00
01/02/2022 01:42:00,716.00
01/02/2022 02:42:00,715.80
01/02/2022 03:42:00,715.10
01/02/2022 04:42:00,714.40
01/02/2022 05:42:00,714.50
01/02/2022 06:42:00,714.40
01/02/2022 07:42:00,714.80
01/02/2022 08:42:00,715.10
01/02/2022 09:42:00,715.40
01/02/2022 10:42:00,715.50
01/02/2022 11:42:00,715.50
01/02/2022 12:42:00,715.80
01/02/2022 13:42:00,715.80
01/02/2022 14:42:00,715.70
01/02/2022 15:42:00,715.00
01/02/2022 16:42:00,715.30
01/02/2022 17:42:00,715.00
01/02/2022 18:42:00,715.30
01/02/2022 19:42:00,715.50
01/02/2022 20:42:00,715.50
01/02/2022 21:42:00,715.80
01/02/2022 22:42:00,716.30
01/02/2022 23:42:00,716.60
02/02/2022 00:42:00,716.60
02/02/2022 01:42:00,716.60
02/02/2022 02:42:00,716.10
02/02/2022 03:42:00,715.80
02/02/2022 04:42:00,715.40
02/02/2022 05:42:00,715.60
02/02/2022 06:42:00,715.40
02/02/2022 07:42:00,715.10
02/02/2022 08:42:00,715.80
02/02/2022 09:42:00,716.10
02/02/2022 10:42:00,716.40
02/02/2022 11:42:00,716.50
02/02/2022 12:42:00,716.50
02/02/2022 13:42:00,716.10
02/02/2022 14:42:00,716.50
02/02/2022 15:42:00,716.00
02/02/2022 16:42:00,716.10
02/02/2022 19:42:00,715.70
02/02/2022 20:42:00,716.10
02/02/2022 21:42:00,716.10
02/02/2022 22:42:00,716.20
02/02/2022 23:42:00,716.60
03/02/2022 00:42:00,717.30
03/02/2022 01:42:00,717.30
03/02/2022 02:42:00,717.10
03/02/2022 03:42:00,716.40
03/02/2022 08:42:00,715.10
03/02/2022 11:42:00,715.20
03/02/2022 18:42:00,714.80
03/02/2022 21:42:00,715.60
03/02/2022 22:42:00,715.60
03/02/2022 23:42:00,715.30
04/02/2022 02:42:00,715.60
04/02/2022 03:42:00,715.10
04/02/2022 04:42:00,714.40
04/02/2022 07:42:00,714.50
04/02/2022 08:42:00,714.80
04/02/2022 09:42:00,714.50
04/02/2022 10:42:00,715.40
04/02/2022 13:42:00,715.90
04/02/2022 14:42:00,716.20
04/02/2022 15:42:00,716.50
04/02/2022 16:42:00,716.50
04/02/2022 17:42:00,716.50
04/02/2022 18:42:00,716.60
04/02/2022 19:42:00,716.50
04/02/2022 20:42:00,716.60
04/02/2022 21:42:00,716.90
04/02/2022 22:42:00,716.90
04/02/2022 23:42:00,717.30
05/02/2022 02:42:00,717.60
05/02/2022 03:42:00,716.80
05/02/2022 04:42:00,716.40
05/02/2022 05:42:00,715.80
05/02/2022 06:42:00,715.80
05/02/2022 07:42:00,715.40
05/02/2022 08:42:00,715.90
05/02/2022 09:42:00,716.10
05/02/2022 10:42:00,716.10
05/02/2022 11:42:00,715.80
05/02/2022 12:42:00,715.80
05/02/2022 13:42:00,715.50
05/02/2022 14:42:00,715.20
05/02/2022 15:42:00,716.10
05/02/2022 16:42:00,716.30
05/02/2022 17:42:00,716.10
05/02/2022 18:42:00,715.80
05/02/2022 20:42:00,715.80
05/02/2022 21:42:00,716.10
05/02/2022 22:42:00,716.30
05/02/2022 23:42:00,716.60
06/02/2022 00:42:00,716.60
06/02/2022 01:42:00,716.70
06/02/2022 03:42:00,716.40
06/02/2022 04:42:00,716.10
06/02/2022 05:42:00,716.10
06/02/2022 06:42:00,715.90
06/02/2022 07:42:00,716.10
06/02/2022 08:42:00,716.40
06/02/2022 09:42:00,716.40
06/02/2022 10:42:00,716.70
06/02/2022 11:42:00,716.80
06/02/2022 12:42:00,716.90
06/02/2022 13:42:00,716.80
06/02/2022 14:42:00,716.30
06/02/2022 15:42:00,716.30
06/02/2022 16:42:00,716.60
06/02/2022 23:42:00,717.60
07/02/2022 00:42:00,717.90
07/02/2022 01:42:00,717.80
07/02/2022 02:42:00,717.30
07/02/2022 03:42:00,717.00
07/02/2022 06:42:00,716.40
07/02/2022 07:42:00,716.40
07/02/2022 10:42:00,717.40
07/02/2022 13:42:00,717.80
07/02/2022 14:42:00,717.60
07/02/2022 17:42:00,717.30
07/02/2022 20:42:00,717.30
07/02/2022 23:42:00,718.30
08/02/2022 04:42:00,717.30
