fecmed,medici
12/01/2022 09:42:00,15.80
12/01/2022 10:42:00,19.40
12/01/2022 11:42:00,20.60
12/01/2022 12:42:00,21.40
12/01/2022 13:42:00,23.70
12/01/2022 14:42:00,25.60
12/01/2022 15:42:00,25.80
12/01/2022 16:42:00,26.40
12/01/2022 17:42:00,24.90
12/01/2022 18:42:00,23.70
12/01/2022 19:42:00,22.80
12/01/2022 20:42:00,21.70
12/01/2022 21:42:00,20.60
12/01/2022 22:42:00,17.90
12/01/2022 23:42:00,17.80
13/01/2022 00:42:00,16.20
13/01/2022 01:42:00,16.60
13/01/2022 02:42:00,17.20
13/01/2022 03:42:00,15.80
13/01/2022 04:42:00,16.20
13/01/2022 05:42:00,15.60
13/01/2022 06:42:00,15.70
13/01/2022 07:42:00,15.30
13/01/2022 08:42:00,16.00
13/01/2022 09:42:00,15.40
13/01/2022 10:42:00,19.50
13/01/2022 11:42:00,20.20
13/01/2022 12:42:00,20.00
13/01/2022 13:42:00,20.60
13/01/2022 14:42:00,21.80
13/01/2022 15:42:00,21.90
13/01/2022 16:42:00,24.10
13/01/2022 17:42:00,24.30
13/01/2022 18:42:00,22.60
13/01/2022 19:42:00,24.20
13/01/2022 20:42:00,20.50
13/01/2022 21:42:00,19.40
13/01/2022 22:42:00,18.00
14/01/2022 00:42:00,16.80
14/01/2022 01:42:00,17.00
14/01/2022 02:42:00,16.70
14/01/2022 03:42:00,14.40
14/01/2022 04:42:00,14.50
14/01/2022 05:42:00,14.80
14/01/2022 06:42:00,15.80
14/01/2022 07:42:00,17.20
14/01/2022 08:42:00,14.40
14/01/2022 09:42:00,15.90
14/01/2022 10:42:00,20.40
14/01/2022 11:42:00,22.00
14/01/2022 12:42:00,23.40
14/01/2022 13:42:00,24.80
14/01/2022 14:42:00,24.50
14/01/2022 15:42:00,24.60
14/01/2022 16:42:00,24.60
14/01/2022 17:42:00,24.00
14/01/2022 18:42:00,23.70
14/01/2022 19:42:00,22.20
14/01/2022 20:42:00,20.60
14/01/2022 21:42:00,19.40
14/01/2022 22:42:00,16.60
14/01/2022 23:42:00,15.70
15/01/2022 00:42:00,15.10
15/01/2022 01:42:00,15.30
15/01/2022 02:42:00,16.30
15/01/2022 03:42:00,15.20
15/01/2022 04:42:00,15.10
15/01/2022 05:42:00,14.30
15/01/2022 06:42:00,12.60
15/01/2022 07:42:00,12.60
15/01/2022 08:42:00,13.40
15/01/2022 09:42:00,13.70
15/01/2022 10:42:00,14.30
15/01/2022 11:42:00,15.10
15/01/2022 12:42:00,15.90
15/01/2022 13:42:00,18.20
15/01/2022 14:42:00,18.10
15/01/2022 15:42:00,20.40
15/01/2022 16:42:00,22.30
15/01/2022 17:42:00,21.20
15/01/2022 18:42:00,20.40
15/01/2022 19:42:00,21.10
15/01/2022 20:42:00,18.00
15/01/2022 21:42:00,15.90
15/01/2022 22:42:00,14.20
15/01/2022 23:42:00,12.70
16/01/2022 00:42:00,12.00
16/01/2022 01:42:00,11.40
16/01/2022 02:42:00,11.40
16/01/2022 03:42:00,11.10
16/01/2022 04:42:00,10.90
16/01/2022 05:42:00,10.40
16/01/2022 06:42:00,10.00
16/01/2022 07:42:00,9.60
16/01/2022 08:42:00,10.20
16/01/2022 09:42:00,9.90
16/01/2022 10:42:00,11.70
16/01/2022 11:42:00,14.60
16/01/2022 12:42:00,15.90
16/01/2022 13:42:00,17.50
16/01/2022 14:42:00,14.90
16/01/2022 15:42:00,14.20
16/01/2022 16:42:00,13.80
16/01/2022 17:42:00,12.70
16/01/2022 18:42:00,12.60
16/01/2022 19:42:00,12.00
16/01/2022 20:42:00,12.00
16/01/2022 21:42:00,11.70
16/01/2022 22:42:00,11.30
16/01/2022 23:42:00,10.80
17/01/2022 00:42:00,10.30
17/01/2022 01:42:00,10.20
17/01/2022 02:42:00,9.80
17/01/2022 03:42:00,9.30
17/01/2022 04:42:00,9.40
17/01/2022 05:42:00,9.20
17/01/2022 06:42:00,8.70
17/01/2022 07:42:00,8.80
17/01/2022 08:42:00,8.60
17/01/2022 09:42:00,8.50
17/01/2022 10:42:00,9.10
17/01/2022 11:42:00,9.90
17/01/2022 12:42:00,11.30
17/01/2022 13:42:00,13.10
17/01/2022 14:42:00,14.10
17/01/2022 15:42:00,12.40
17/01/2022 16:42:00,10.70
17/01/2022 17:42:00,11.20
17/01/2022 18:42:00,11.80
17/01/2022 19:42:00,10.90
17/01/2022 20:42:00,10.60
