fecmed,medici
12/01/2022 09:42:00,57.00
12/01/2022 10:42:00,45.20
12/01/2022 11:42:00,40.90
12/01/2022 12:42:00,38.40
12/01/2022 13:42:00,32.40
12/01/2022 14:42:00,33.50
12/01/2022 15:42:00,34.60
12/01/2022 16:42:00,30.70
12/01/2022 17:42:00,29.20
12/01/2022 18:42:00,31.00
12/01/2022 19:42:00,38.40
12/01/2022 20:42:00,41.20
12/01/2022 21:42:00,56.10
12/01/2022 22:42:00,73.00
12/01/2022 23:42:00,68.00
13/01/2022 00:42:00,83.80
13/01/2022 01:42:00,80.20
13/01/2022 02:42:00,65.90
13/01/2022 03:42:00,75.80
13/01/2022 04:42:00,68.80
13/01/2022 05:42:00,70.30
13/01/2022 06:42:00,69.50
13/01/2022 07:42:00,70.80
13/01/2022 08:42:00,61.30
13/01/2022 09:42:00,65.70
13/01/2022 10:42:00,49.30
13/01/2022 11:42:00,46.50
13/01/2022 12:42:00,51.10
13/01/2022 13:42:00,53.40
13/01/2022 14:42:00,50.10
13/01/2022 15:42:00,48.00
13/01/2022 16:42:00,34.60
13/01/2022 17:42:00,40.20
13/01/2022 18:42:00,42.70
13/01/2022 19:42:00,23.50
13/01/2022 20:42:00,54.90
13/01/2022 21:42:00,59.90
13/01/2022 22:42:00,66.00
14/01/2022 00:42:00,76.30
14/01/2022 01:42:00,75.80
14/01/2022 02:42:00,79.50
14/01/2022 03:42:00,83.80
14/01/2022 04:42:00,78.40
14/01/2022 05:42:00,69.10
14/01/2022 06:42:00,54.30
14/01/2022 07:42:00,38.00
14/01/2022 08:42:00,55.50
14/01/2022 09:42:00,34.20
14/01/2022 10:42:00,26.00
14/01/2022 11:42:00,19.20
14/01/2022 12:42:00,18.30
14/01/2022 13:42:00,17.50
14/01/2022 14:42:00,21.10
14/01/2022 15:42:00,23.70
14/01/2022 16:42:00,25.40
14/01/2022 17:42:00,25.00
14/01/2022 18:42:00,29.20
14/01/2022 19:42:00,31.60
14/01/2022 20:42:00,33.90
14/01/2022 21:42:00,40.50
14/01/2022 22:42:00,65.40
14/01/2022 23:42:00,70.10
15/01/2022 00:42:00,72.50
15/01/2022 01:42:00,72.40
15/01/2022 02:42:00,65.90
15/01/2022 03:42:00,73.00
15/01/2022 04:42:00,71.20
15/01/2022 05:42:00,81.90
15/01/2022 06:42:00,96.40
15/01/2022 07:42:00,90.70
15/01/2022 08:42:00,76.90
15/01/2022 09:42:00,69.60
15/01/2022 10:42:00,68.50
15/01/2022 11:42:00,75.70
15/01/2022 12:42:00,57.00
15/01/2022 13:42:00,51.40
15/01/2022 14:42:00,47.70
15/01/2022 15:42:00,34.70
15/01/2022 16:42:00,28.40
15/01/2022 17:42:00,32.00
15/01/2022 18:42:00,13.30
15/01/2022 19:42:00,18.20
15/01/2022 20:42:00,29.90
15/01/2022 21:42:00,58.10
15/01/2022 22:42:00,67.30
15/01/2022 23:42:00,79.70
16/01/2022 00:42:00,92.30
16/01/2022 01:42:00,95.20
16/01/2022 02:42:00,96.70
16/01/2022 03:42:00,98.10
16/01/2022 04:42:00,99.30
16/01/2022 05:42:00,103.40
16/01/2022 06:42:00,103.00
16/01/2022 07:42:00,105.30
16/01/2022 08:42:00,98.60
16/01/2022 09:42:00,108.20
16/01/2022 10:42:00,85.40
16/01/2022 11:42:00,38.60
16/01/2022 12:42:00,33.90
16/01/2022 13:42:00,33.70
16/01/2022 14:42:00,40.20
16/01/2022 15:42:00,43.90
16/01/2022 16:42:00,48.80
16/01/2022 17:42:00,55.60
16/01/2022 18:42:00,52.50
16/01/2022 19:42:00,45.00
16/01/2022 20:42:00,45.70
16/01/2022 21:42:00,45.60
16/01/2022 22:42:00,48.00
16/01/2022 23:42:00,51.20
17/01/2022 00:42:00,52.90
17/01/2022 01:42:00,52.40
17/01/2022 02:42:00,49.30
