time	hru_ea(1)	hru_ea(2)	hru_ea(3)	hru_ea(4)	hru_ea(5)	hru_ea(6)	hru_ea(7)	hru_ea(8)	hru_ea(9)	hru_ea(10)	hru_ea(11)	hru_ea(12)	hru_ea(13)	hru_ea(14)	hru_ea(15)	hru_ea(16)	hru_ea(17)	hru_ea(18)	hru_ea(19)	hru_ea(20)	hru_ea(21)	hru_ea(22)	hru_ea(23)	hru_ea(24)	hru_ea(25)	hru_ea(26)	hru_ea(27)	hru_ea(28)	hru_ea(29)	hru_ea(30)	hru_ea(31)	hru_ea(32)	hru_ea(33)	hru_ea(34)	hru_ea(35)	hru_ea(36)	hru_ea(37)	hru_ea(38)	hru_ea(39)	hru_ea(40)	hru_ea(41)	hru_ea(42)	hru_ea(43)	hru_ea(44)	hru_ea(45)	hru_ea(46)	hru_ea(47)	hru_ea(48)
units	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)
2022-05-05T21:00	0.1590952	0.1560743	0.1629204	0.175202	0.1669229	0.1500334	0.1680581	0.1830304	0.2034587	0.1671879	0.1738744	0.2020434	0.1365917	0.2284012	0.2335813	0.231195	0.2241491	0.1568134	0.150754	0.1624848	0.1786752	0.2665834	0.1534024	0.1736124	0.2619788	0.2245398	0.2669111	0.263686	0.1735875	0.1780879	0.1752145	0.1782154	0.2026999	0.1529602	0.2791177	0.1567336	0.2312111	0.1465132	0.2809991	0.1317424	0.2656205	0.144045	0.1611144	0.1473038	0.1533265	0.1556211	0.2029287	0.180964
2022-05-05T22:00	0.1359467	0.1329896	0.1396829	0.1517459	0.1436027	0.1269468	0.144715	0.1594856	0.1798863	0.1438619	0.1504348	0.178463	0.1140403	0.2051095	0.2103905	0.207965	0.2007797	0.1337321	0.1276421	0.1392588	0.1551734	0.2443517	0.1301995	0.1501759	0.2395919	0.201184	0.2446996	0.2413549	0.1501544	0.1545975	0.1517568	0.1547302	0.1791167	0.12977	0.2573786	0.1336543	0.207965	0.1235425	0.2593434	0.1094189	0.2433436	0.1211748	0.1379135	0.1243135	0.1301242	0.1324862	0.1793435	0.1574401
2022-05-05T23:00	0.1458579	0.1430259	0.1494514	0.160994	0.1532112	0.1373528	0.1542753	0.1683538	0.187599	0.1534545	0.15974	0.1862686	0.1247747	0.2111381	0.2160268	0.2137776	0.2071101	0.1437241	0.1380355	0.1490519	0.1642553	0.2472733	0.140507	0.1594879	0.2429085	0.2074998	0.2475937	0.2445227	0.159465	0.1637038	0.1610055	0.1638327	0.1868735	0.1400904	0.2591644	0.143651	0.2137924	0.1340519	0.2609439	0.1202327	0.2463646	0.1317385	0.147752	0.1347978	0.1404375	0.1426105	0.1870843	0.1664063
2022-05-06T00:00	0.1679755	0.1650764	0.1716254	0.1833146	0.1754464	0.159503	0.1765246	0.1907289	0.2099752	0.1756996	0.182056	0.2086447	0.1465057	0.2332473	0.2380561	0.2358461	0.2292922	0.165785	0.160202	0.1712165	0.1866149	0.268493	0.162647	0.1818079	0.2642693	0.229661	0.2688061	0.2658348	0.1817817	0.1860546	0.1833278	0.1861879	0.2092499	0.1622689	0.2799718	0.1657128	0.2358461	0.1561138	0.2816958	0.1417878	0.2676105	0.1537296	0.1698963	0.1568771	0.1625879	0.1646454	0.2094717	0.1887767
2022-05-06T01:00	0.1881018	0.1854807	0.1913897	0.2018349	0.1948124	0.180689	0.1957821	0.2084094	0.2252492	0.1950369	0.2007092	0.2241041	0.169182	0.2452821	0.2493848	0.2474905	0.2419002	0.1861262	0.1812408	0.1910173	0.2047616	0.2750116	0.1832768	0.2004933	0.2714772	0.2422229	0.2752588	0.2727955	0.200479	0.2042639	0.2018494	0.204381	0.2246283	0.1829449	0.2845443	0.1860589	0.2475078	0.1779393	0.2859774	0.1647961	0.2742712	0.1758512	0.1898354	0.1785616	0.1832237	0.1850917	0.2248032	0.2066744
2022-05-06T02:00	0.171331	0.1688762	0.1744343	0.184296	0.1776642	0.164278	0.1785764	0.1904901	0.2064428	0.1778822	0.1832394	0.2053476	0.1530621	0.2254388	0.2293278	0.2275354	0.222232	0.1694778	0.1648749	0.1740941	0.1870549	0.2537186	0.1668039	0.1830287	0.2503502	0.222529	0.2539645	0.2516021	0.1830024	0.1865859	0.1843092	0.186693	0.2058434	0.1664768	0.2628125	0.1694163	0.2275513	0.1613495	0.2641738	0.1489475	0.2530172	0.1593094	0.1729767	0.1620169	0.1667433	0.1685089	0.2060187	0.1888603
2022-05-06T03:00	0.1049621	0.1028268	0.1076648	0.1163625	0.1104926	0.09854397	0.1112919	0.1219225	0.1365203	0.110684	0.1154151	0.1355057	0.08912231	0.1544496	0.1581828	0.1564742	0.1513824	0.1033514	0.09905026	0.1073538	0.1188289	0.182112	0.1009075	0.1152331	0.1787721	0.1516666	0.1823598	0.180006	0.1152165	0.1184132	0.1163708	0.1185064	0.1359739	0.1005999	0.1912583	0.1032988	0.1564742	0.09606355	0.1926327	0.0857322	0.18142	0.09433453	0.1063868	0.09662224	0.1008576	0.1025132	0.1361366	0.1204529
2022-05-06T04:00	0.1416384	0.1390891	0.144653	0.1542841	0.147799	0.1341566	0.1486889	0.1603746	0.1761831	0.1480023	0.1532432	0.1750995	0.1234724	0.1952713	0.1992031	0.1974011	0.192027	0.1397445	0.1347351	0.1443071	0.1569929	0.2241088	0.1368229	0.1530335	0.2206584	0.1923371	0.224356	0.221941	0.1530114	0.156531	0.1542952	0.1566323	0.175597	0.1364729	0.2334795	0.1396754	0.1974011	0.1313633	0.2348919	0.1195857	0.2233842	0.1294051	0.1432323	0.1319964	0.1367551	0.1386881	0.1757714	0.1587726
2022-05-06T05:00	0.1296074	0.1271503	0.1323683	0.1411892	0.1352496	0.1226379	0.1360647	0.1467674	0.1612473	0.1354358	0.1402357	0.1602548	0.1128639	0.1787326	0.1823344	0.1806836	0.1757606	0.1277499	0.1231671	0.1320515	0.1436701	0.205151	0.1250771	0.1400437	0.2019899	0.1760447	0.2053774	0.203165	0.1400235	0.1432471	0.1411993	0.1433398	0.1607105	0.1247569	0.2137361	0.1276866	0.1806836	0.1200824	0.2150302	0.1093085	0.2044871	0.1182911	0.1310672	0.1206617	0.125015	0.1267834	0.1608702	0.1453001
2022-05-06T06:00	0.1365974	0.1346354	0.1390779	0.146961	0.1416596	0.1305825	0.1423888	0.151913	0.1646682	0.1418339	0.1461164	0.1637924	0.1216476	0.1798597	0.1829703	0.1815367	0.177295	0.1351162	0.131058	0.1388059	0.1491667	0.2024813	0.1327896	0.145948	0.1997865	0.1775325	0.202678	0.2007881	0.1459269	0.1487917	0.1469716	0.1488773	0.1641889	0.1324941	0.209757	0.135067	0.1815494	0.1282494	0.2108461	0.1183702	0.2019201	0.1266242	0.1379128	0.1287811	0.1327348	0.1343314	0.1643291	0.15061
2022-05-06T07:00	0.1444725	0.1423991	0.1470938	0.1554241	0.149822	0.1382488	0.1505926	0.1606568	0.1741344	0.1500062	0.1545315	0.1732091	0.1287963	0.1901853	0.1934717	0.191957	0.1874756	0.1429072	0.1387519	0.1468064	0.1577547	0.2140846	0.1405837	0.1543536	0.2112377	0.1877265	0.2142924	0.2122958	0.1543313	0.1573585	0.1554353	0.157449	0.173628	0.1402711	0.2217708	0.1428553	0.1919705	0.1357806	0.2229214	0.1253288	0.2134918	0.1340613	0.1458625	0.1363431	0.1405258	0.1420888	0.1737761	0.1592799
2022-05-06T08:00	0.161363	0.15886	0.1645198	0.174584	0.167816	0.1536756	0.1687405	0.1809295	0.1973077	0.1680346	0.1734937	0.1961764	0.1423845	0.2169369	0.2209734	0.2191235	0.2136104	0.1594738	0.1542865	0.1641624	0.1773937	0.2463577	0.1564806	0.1732813	0.2428547	0.213926	0.2466303	0.2441526	0.1732564	0.1769227	0.1745966	0.1770371	0.1966925	0.1561065	0.2558825	0.1594158	0.2191235	0.1507291	0.2573123	0.1382563	0.2456264	0.1486701	0.1630351	0.1514045	0.156416	0.1584416	0.196874	0.1792504
2022-05-06T09:00	0.1251488	0.1233334	0.1274467	0.1347392	0.1298378	0.1199812	0.1305121	0.1393353	0.1511423	0.1299967	0.1339592	0.1503427	0.111943	0.1652402	0.1681292	0.1668074	0.1628624	0.1237716	0.120374	0.1271895	0.1367803	0.1862375	0.1217972	0.1338056	0.1837346	0.1630794	0.1864174	0.1846633	0.1337864	0.1364383	0.1347489	0.1365164	0.1507047	0.1215589	0.1929974	0.1237268	0.1668074	0.1180776	0.1940072	0.1089038	0.1857115	0.1165792	0.126357	0.1185079	0.121753	0.1230569	0.1508327	0.1381266
2022-05-06T10:00	0.1416799	0.1401944	0.1435487	0.1494352	0.1454911	0.1374423	0.1460325	0.1531033	0.1624	0.1456159	0.1488085	0.1617711	0.1313291	0.1732676	0.1754625	0.1744596	0.171445	0.1405569	0.1377589	0.1433434	0.1510713	0.1890496	0.138932	0.1486813	0.1871982	0.1716253	0.1891937	0.1878873	0.1486707	0.1507921	0.1494458	0.1508565	0.1620567	0.1387326	0.1940437	0.1405166	0.1744596	0.1358689	0.1947953	0.1290491	0.1886702	0.1347478	0.1426678	0.1362215	0.1389021	0.1399632	0.1621596	0.1521383
2022-05-06T11:00	0.1366369	0.1352172	0.1384226	0.144046	0.1402784	0.1325869	0.1407956	0.1475493	0.156425	0.1403976	0.1434474	0.1558248	0.1267425	0.166795	0.1688887	0.167932	0.1650562	0.1355637	0.1328896	0.1382264	0.1456087	0.1818446	0.1340108	0.1433259	0.1800797	0.1652282	0.181982	0.1807367	0.1433158	0.1453421	0.1440562	0.1454036	0.1560973	0.1338202	0.1866047	0.1355252	0.167932	0.1310829	0.187321	0.1245621	0.181483	0.1300112	0.1375808	0.13142	0.1339822	0.1349963	0.1561956	0.1466278
2022-05-06T12:00	0.1522272	0.1514451	0.1532046	0.1562242	0.1541982	0.1499959	0.154477	0.1580873	0.1627017	0.1542625	0.1558993	0.1623875	0.1467338	0.1679536	0.1689962	0.1685205	0.1670891	0.151635	0.1501738	0.1530875	0.1570607	0.1753241	0.150782	0.1558452	0.174474	0.1671697	0.175384	0.1747968	0.1558344	0.1569192	0.1562242	0.1569519	0.1625333	0.1506875	0.1776046	0.1516245	0.1685205	0.1491614	0.1779325	0.1454974	0.1751442	0.1485694	0.1527365	0.1493488	0.1507715	0.1513291	0.1625894	0.1575951
2022-05-06T13:00	0.1349062	0.1332464	0.1369924	0.1436008	0.1391648	0.1301894	0.139773	0.1477236	0.1582687	0.1392997	0.1428891	0.1575471	0.1234171	0.1707013	0.1732323	0.1720672	0.1686132	0.133655	0.1305442	0.136755	0.1454338	0.1889595	0.1318433	0.142751	0.1868008	0.1688073	0.1891235	0.1876015	0.1427313	0.1451235	0.1436008	0.1451936	0.1578806	0.1316229	0.1947888	0.1336085	0.1720672	0.1284372	0.1956585	0.1209088	0.1885058	0.1272034	0.1360072	0.1288327	0.1318065	0.1329962	0.1579991	0.1466403
2022-05-06T14:00	0.1030162	0.1012466	0.1052501	0.1123878	0.1075786	0.09801348	0.1082426	0.1169121	0.1286573	0.107735	0.1116169	0.1278495	0.09094946	0.1428546	0.1457838	0.144438	0.1404376	0.1016776	0.09839108	0.1049949	0.1143984	0.1643313	0.09976107	0.1114633	0.1617571	0.1406729	0.1645258	0.1627182	0.1114556	0.1140611	0.1123955	0.1141395	0.1282224	0.09953158	0.1713276	0.1016351	0.144438	0.09617155	0.1723835	0.08836468	0.163792	0.09488512	0.1041965	0.09659024	0.09972627	0.1009859	0.1283528	0.1157246
2022-05-06T15:00	0.1394018	0.1371007	0.1422966	0.1515504	0.1453242	0.1328947	0.1461781	0.1574073	0.1725683	0.1455248	0.1505552	0.1715221	0.123688	0.1908253	0.1945883	0.1928593	0.187728	0.1376633	0.1333863	0.1419723	0.1541586	0.2183376	0.1351711	0.1503589	0.2150487	0.1880168	0.2185813	0.216268	0.1503383	0.1537159	0.1515608	0.1538212	0.171998	0.1348706	0.2272654	0.137606	0.1928593	0.1305062	0.228605	0.1203135	0.2176505	0.1288209	0.1409255	0.1310449	0.1351241	0.1367584	0.1721724	0.155866
2022-05-06T16:00	0.108255	0.1062075	0.1108537	0.1191801	0.1135624	0.1024665	0.1143299	0.1244841	0.1383352	0.113744	0.1182776	0.1373713	0.09432899	0.1552204	0.1587242	0.1571106	0.1523357	0.1067068	0.1028997	0.1105605	0.12153	0.1810541	0.104487	0.1180978	0.1779383	0.1526118	0.1812802	0.1791012	0.1180814	0.1211369	0.1191883	0.1212288	0.1378104	0.1042234	0.1895364	0.1066545	0.1571211	0.1003461	0.1908029	0.09137001	0.1804011	0.09885627	0.109624	0.100821	0.1044431	0.1059029	0.1379696	0.1230882
2022-05-06T17:00	0.1530264	0.1502022	0.1566034	0.1680585	0.1603317	0.1450367	0.1613905	0.1753525	0.1943593	0.1605875	0.1668231	0.1930467	0.1338033	0.2174847	0.2222829	0.2200705	0.2135489	0.1508855	0.145638	0.1561903	0.1712941	0.2527598	0.147827	0.1665816	0.2485126	0.213921	0.253075	0.2500855	0.1665587	0.170753	0.1680817	0.1708705	0.1936495	0.147455	0.2643125	0.1508223	0.2200852	0.1421031	0.2660423	0.1297101	0.2518656	0.1400483	0.1549136	0.1427639	0.1477649	0.1497831	0.1938596	0.1734378
2022-05-06T18:00	0.1272438	0.1249102	0.1301967	0.1396628	0.1332841	0.1206447	0.1341593	0.1456853	0.1613631	0.1334885	0.1386406	0.1602786	0.1113594	0.1804377	0.1843906	0.18257	0.1771908	0.1254812	0.1211387	0.1298606	0.1423359	0.2095117	0.1229512	0.1384389	0.2060128	0.1774893	0.2097606	0.2073103	0.1384197	0.141884	0.1396725	0.1419821	0.1607817	0.1226489	0.2190265	0.1254196	0.1825822	0.118226	0.2204534	0.1079752	0.2087802	0.1165247	0.1288029	0.11877	0.1228993	0.1245599	0.1609571	0.1440965
2022-05-06T19:00	0.1366021	0.1340372	0.1398519	0.150267	0.1432404	0.129348	0.1442029	0.1569049	0.174223	0.1434729	0.1491432	0.1730261	0.1191601	0.1953307	0.1997149	0.1976931	0.1917356	0.1346577	0.1298937	0.1394765	0.153211	0.2275966	0.1318806	0.1489235	0.2237077	0.1920754	0.2278854	0.2251479	0.1489026	0.1527186	0.1502881	0.1528255	0.1735758	0.1315429	0.2381801	0.1346003	0.1977066	0.1266861	0.2397655	0.1154513	0.2267778	0.1248222	0.1383165	0.1272856	0.1318243	0.1336566	0.1737673	0.155162
2022-05-06T20:00	0.1384551	0.1359646	0.1416198	0.1517468	0.1449202	0.1313943	0.1458593	0.1581761	0.1749293	0.1451467	0.1506464	0.1737785	0.1214475	0.1952657	0.1994813	0.1975393	0.1917997	0.1365688	0.1319237	0.1412673	0.1545994	0.2262094	0.1338587	0.1504336	0.2225038	0.1921293	0.226499	0.2238739	0.1504123	0.1541207	0.1517575	0.1542294	0.1742986	0.1335329	0.2363364	0.1365103	0.1975393	0.128803	0.2378607	0.1178081	0.2254336	0.1269785	0.1401244	0.1293883	0.1338108	0.1355857	0.1744924	0.1564833
2022-05-06T21:00	0.1693571	0.1666348	0.172806	0.1837742	0.1763919	0.1616416	0.177396	0.1907023	0.2086409	0.1766299	0.1825833	0.2074099	0.1507046	0.2301952	0.2346342	0.2325971	0.2265319	0.1673027	0.1622221	0.1724129	0.1868606	0.2626194	0.1643389	0.1823511	0.258733	0.2268913	0.262904	0.2601756	0.1823382	0.1863343	0.1837872	0.1864526	0.2079739	0.1639863	0.273131	0.167243	0.2325971	0.1588008	0.2746994	0.1466887	0.2618026	0.1568036	0.1711775	0.159441	0.1642801	0.1662303	0.2081622	0.1888858
2022-05-06T22:00	0.1950982	0.1926909	0.19812	0.2076978	0.2012684	0.188263	0.2021515	0.2136925	0.2289773	0.2014817	0.2066769	0.2279439	0.1784448	0.2470172	0.2506855	0.2489997	0.2439852	0.19328	0.1887729	0.1977838	0.2103731	0.2735152	0.190662	0.2064732	0.2703827	0.2442717	0.2737575	0.2715467	0.2064587	0.2099153	0.2077125	0.2100186	0.2284203	0.190337	0.2819742	0.1932251	0.2489997	0.1857184	0.2832204	0.174809	0.2728638	0.1839251	0.1966945	0.1862886	0.1906078	0.1923355	0.2285793	0.2121239
2022-05-06T23:00	0.1917313	0.1897038	0.1942687	0.2022574	0.1968909	0.1859811	0.197624	0.2072173	0.2198379	0.1970705	0.2013963	0.218987	0.1776788	0.2345775	0.2375593	0.2361939	0.2321073	0.1901989	0.1864149	0.1939823	0.2044741	0.2559869	0.188	0.2012273	0.2534743	0.2323469	0.2561784	0.2544075	0.2012133	0.2040889	0.2022574	0.2041744	0.2193665	0.187735	0.2627649	0.1901587	0.2361939	0.1838383	0.2637817	0.1745996	0.2554652	0.1823229	0.193071	0.1843198	0.1879602	0.18941	0.2195033	0.2059206
2022-05-07T00:00	0.1627495	0.160834	0.1651721	0.1728253	0.1676854	0.1572849	0.1683927	0.1775955	0.1897699	0.1678502	0.1720053	0.1889317	0.1494128	0.2040827	0.206983	0.2056551	0.2016747	0.1612996	0.1576968	0.1649053	0.1749516	0.2250526	0.159208	0.1718369	0.2225789	0.2019103	0.2252357	0.2235019	0.1718248	0.1745855	0.1728253	0.1746709	0.1893111	0.1589497	0.2317261	0.1612542	0.2056551	0.1552503	0.2327137	0.1464942	0.2245347	0.153816	0.1640376	0.1557127	0.1591631	0.1605393	0.1894552	0.1763492
2022-05-07T01:00	0.1652186	0.1636572	0.16718	0.1733336	0.1691976	0.160766	0.1697678	0.1771504	0.1868114	0.16934	0.1726683	0.1861523	0.1543183	0.1980347	0.2002943	0.1992644	0.1961622	0.1640376	0.1611064	0.1669572	0.1750372	0.2142325	0.1623259	0.1725476	0.2123415	0.1963379	0.2143785	0.213038	0.1725355	0.1747441	0.1733336	0.1748173	0.1864493	0.1621202	0.2193229	0.164003	0.1992644	0.1591069	0.2200843	0.1519181	0.2138385	0.1579311	0.1662552	0.159478	0.1622916	0.1634155	0.1865656	0.1761524
2022-05-07T02:00	0.1188791	0.1173685	0.1207808	0.1267989	0.1227525	0.1145848	0.1233061	0.13057	0.1402055	0.122882	0.1261518	0.1395468	0.1084309	0.151592	0.1539055	0.1528444	0.1496789	0.1177341	0.1149102	0.1205597	0.1284789	0.1683599	0.1160884	0.1260281	0.1663857	0.1498538	0.1685082	0.1671208	0.1260104	0.1281916	0.1268078	0.1282544	0.1398467	0.1158913	0.1737138	0.1177009	0.1528444	0.112994	0.1745244	0.1061464	0.1679497	0.1118674	0.1198816	0.1133476	0.1160555	0.1171363	0.1399533	0.1295796
2022-05-07T03:00	0.1358589	0.1343282	0.1377745	0.1438369	0.1397731	0.1315177	0.1403261	0.1476111	0.1572069	0.1399013	0.143181	0.1565628	0.1252622	0.1684726	0.1707527	0.1697087	0.1665872	0.1347094	0.1318451	0.1375605	0.1455139	0.1849123	0.133039	0.1430602	0.1829782	0.1667599	0.1850511	0.183692	0.1430401	0.1452281	0.1438369	0.1452995	0.1568572	0.1328409	0.1901237	0.1346713	0.1697087	0.1299008	0.1909008	0.1229366	0.1845089	0.1287592	0.1368718	0.1302617	0.1330107	0.1340999	0.1569664	0.1466209
2022-05-07T04:00	0.1039847	0.1024303	0.1059588	0.1122161	0.1080043	0.09956118	0.1085808	0.1161626	0.1263315	0.1081425	0.1115437	0.1256375	0.09327111	0.1384851	0.1409777	0.1398372	0.1364268	0.1028114	0.0998971	0.1057328	0.1139731	0.1566413	0.1011133	0.1114096	0.1544834	0.1366248	0.156801	0.1552843	0.1114017	0.1136759	0.112224	0.1137481	0.1259533	0.1009109	0.1625037	0.1027747	0.1398372	0.09793166	0.1633851	0.0909526	0.1561948	0.09678418	0.1050275	0.098298	0.1010771	0.1021963	0.1260675	0.1151281
2022-05-07T05:00	0.1123603	0.1109006	0.1142007	0.1200263	0.116117	0.1082164	0.116652	0.1236774	0.133024	0.1162403	0.1194019	0.1323863	0.1022754	0.144077	0.1463278	0.1452936	0.1422099	0.111264	0.1085255	0.1139985	0.1216514	0.1603856	0.1096683	0.1192757	0.1584631	0.1423868	0.1605276	0.1591776	0.1192673	0.1213778	0.1200348	0.1214461	0.1326725	0.109481	0.1656018	0.1112244	0.1452936	0.1066747	0.1663897	0.1000717	0.159982	0.1055897	0.1133375	0.1070258	0.1096371	0.1106878	0.1327741	0.1227254
2022-05-07T06:00	0.1226178	0.1211331	0.1244874	0.1303855	0.1264267	0.1184047	0.1269716	0.1340771	0.1434731	0.1265516	0.1297547	0.1428364	0.1123446	0.1545587	0.1568081	0.1557762	0.1526954	0.1215028	0.1187248	0.1242765	0.1320253	0.1708158	0.1198853	0.129627	0.1688959	0.1528745	0.1709553	0.1696107	0.1296179	0.1317476	0.1303946	0.1318124	0.1431345	0.1196898	0.1759981	0.1214598	0.1557762	0.1168403	0.1767632	0.1100993	0.170421	0.1157306	0.1236019	0.1171901	0.1198513	0.1209101	0.143234	0.1331037
2022-05-07T07:00	0.1318511	0.130564	0.1334499	0.1384948	0.1351132	0.1282044	0.1355795	0.1416336	0.149559	0.1352178	0.1379616	0.1490194	0.1229317	0.1587798	0.1606409	0.1597906	0.1572417	0.1308778	0.1284768	0.1332714	0.1398898	0.1721102	0.1294892	0.1378552	0.1705521	0.1573829	0.1722279	0.1711247	0.1378455	0.1396548	0.1385046	0.1397136	0.1492683	0.1293154	0.1763065	0.1308501	0.1597906	0.1268499	0.1769322	0.1209613	0.1717812	0.1258825	0.1326904	0.1271558	0.1294526	0.1303797	0.1493513	0.1408135
2022-05-07T08:00	0.1374403	0.1362383	0.1389634	0.1437225	0.1405308	0.1339941	0.1409744	0.1466709	0.1541111	0.1406292	0.1432111	0.1535993	0.1289905	0.1627202	0.1644535	0.1636636	0.1612807	0.1365259	0.1342587	0.138788	0.1450331	0.1751035	0.1352072	0.1431111	0.1736509	0.1614141	0.1752111	0.1741855	0.1431011	0.1448106	0.1437225	0.1448611	0.1538337	0.1350455	0.178989	0.1364972	0.1636636	0.1327064	0.1795624	0.1271132	0.1747931	0.1317919	0.1382437	0.1329968	0.1351787	0.1360564	0.153919	0.1458958
2022-05-07T09:00	0.1248557	0.1236225	0.1264103	0.1312871	0.1280178	0.1213423	0.1284675	0.1343109	0.1419831	0.1281166	0.1307646	0.1414625	0.1162564	0.1509089	0.1527144	0.1518876	0.1494101	0.1239276	0.1216081	0.1262328	0.1326338	0.1638299	0.1225814	0.1306548	0.1623182	0.1495542	0.1639415	0.1628836	0.1306457	0.1324023	0.1312871	0.1324578	0.141698	0.1224173	0.1679029	0.1238927	0.1518876	0.1200294	0.1685083	0.1143565	0.1635176	0.1191078	0.125675	0.1203267	0.1225468	0.1234397	0.1417766	0.1335166
2022-05-07T10:00	0.134206	0.1332284	0.1354251	0.1392184	0.136673	0.1314295	0.1370246	0.1415704	0.1474519	0.1367584	0.1388138	0.1470566	0.1273865	0.1542114	0.1555679	0.1549413	0.1530854	0.1334699	0.1316406	0.135284	0.1402735	0.1638296	0.1324047	0.1387368	0.1627084	0.1531904	0.1639076	0.1631295	0.1387272	0.1400988	0.1392281	0.1401376	0.1472389	0.1322848	0.1668264	0.1334513	0.1549413	0.1303969	0.1672681	0.1258691	0.1635959	0.1296612	0.1348519	0.1306248	0.1323863	0.1330893	0.1472997	0.1409548
2022-05-07T11:00	0.1503414	0.1496661	0.1511763	0.1537692	0.1520363	0.1484263	0.1522783	0.1553587	0.1593138	0.1520889	0.1534934	0.159051	0.145599	0.1637833	0.1646723	0.1642667	0.1630439	0.1498321	0.1485705	0.1510822	0.1544822	0.1700381	0.1490967	0.1534403	0.16932	0.163111	0.1700845	0.1695861	0.1534403	0.1543649	0.1537692	0.1543863	0.1591714	0.1490141	0.1719621	0.1498113	0.1642667	0.1476971	0.1722435	0.1445398	0.1698873	0.1471854	0.1507793	0.1478611	0.1490864	0.1495624	0.1592042	0.1549413
2022-05-07T12:00	0.1642254	0.1640137	0.164482	0.1652652	0.164739	0.1636355	0.1648173	0.1657479	0.1669205	0.1647614	0.1651867	0.1668414	0.1627595	0.1682256	0.1684877	0.1683624	0.1680094	0.1640694	0.1636799	0.1644486	0.1654783	0.1700219	0.1638468	0.1651643	0.1698151	0.1680322	0.1700334	0.169884	0.1651643	0.1654447	0.1652652	0.1654559	0.1668753	0.1638134	0.1705629	0.1640583	0.1683624	0.1634133	0.1706436	0.162428	0.169976	0.163258	0.1643593	0.1634577	0.1638356	0.1639915	0.1668866	0.1656243
2022-05-07T13:00	0.1070809	0.1055408	0.1090358	0.1152233	0.1110599	0.1026958	0.1116301	0.1191195	0.1291373	0.1111965	0.114559	0.1284546	0.09644818	0.1410733	0.1435165	0.1423988	0.1390545	0.1059185	0.103029	0.108812	0.1169585	0.1588365	0.1042352	0.1144265	0.1567293	0.1392488	0.1589924	0.1575114	0.1144187	0.1166651	0.1152311	0.1167364	0.1287653	0.1040345	0.1645562	0.1058821	0.1423988	0.1010787	0.1654156	0.09414153	0.1584006	0.09993935	0.1081137	0.1014423	0.1041993	0.1053089	0.1288777	0.1180987
2022-05-07T14:00	0.09926693	0.09797785	0.1008823	0.1060024	0.102562	0.09561825	0.1030375	0.1092164	0.1174195	0.1026721	0.1054514	0.1168629	0.09038796	0.1271274	0.1291093	0.1281944	0.1254922	0.09829542	0.09589018	0.1006994	0.1074339	0.141443	0.09689308	0.1053457	0.1397464	0.1256483	0.1415616	0.1403794	0.1053387	0.1071906	0.1060095	0.1072478	0.1171177	0.09672965	0.1460121	0.0982623	0.1282028	0.09426237	0.1466982	0.08845554	0.1410877	0.09330879	0.1001189	0.09456932	0.09686692	0.09778642	0.1172027	0.1083688
2022-05-07T15:00	0.06841433	0.06736726	0.06973974	0.07394698	0.07111652	0.06544476	0.07150184	0.07659862	0.08344459	0.07120787	0.07349072	0.08297569	0.06122418	0.09163583	0.09331841	0.09254641	0.09024619	0.06762425	0.0656684	0.06958874	0.07512879	0.1038946	0.06648362	0.07340174	0.102429	0.09038254	0.1040019	0.1029731	0.0733968	0.07492732	0.07395195	0.07497261	0.08319054	0.06634789	0.107854	0.06760127	0.09254641	0.06434979	0.1084442	0.05967095	0.1035866	0.06357944	0.06911405	0.06459662	0.06646098	0.06721165	0.08326227	0.07590382
2022-05-07T16:00	0.1183801	0.1165371	0.1207076	0.1281238	0.1231337	0.1131513	0.1238204	0.132808	0.1448893	0.1232925	0.1273301	0.1440529	0.1057296	0.1593664	0.1623457	0.1609768	0.1569101	0.1169914	0.1135474	0.1204452	0.1302059	0.1810706	0.1149865	0.1271667	0.1784847	0.157148	0.1812582	0.1794361	0.1271582	0.1298554	0.1281324	0.1299342	0.1444369	0.1147429	0.1880913	0.1169435	0.1609768	0.1112274	0.1891361	0.1030002	0.1805321	0.1098677	0.1196121	0.1116559	0.1149393	0.1162588	0.1445715	0.1315721
2022-05-07T17:00	0.138955	0.1365316	0.142035	0.1518647	0.1452441	0.1320777	0.1461457	0.1581094	0.1743189	0.1454517	0.1507993	0.1731968	0.1223661	0.1939371	0.1979868	0.1961264	0.1905993	0.1371222	0.1325965	0.1416866	0.1546406	0.2236786	0.1344775	0.1505952	0.2201227	0.1909132	0.2239531	0.221436	0.1505748	0.1541714	0.1518749	0.1542756	0.173705	0.1341639	0.2333883	0.1370565	0.1961264	0.1295458	0.2348461	0.1188186	0.2229432	0.1277699	0.1405788	0.1301187	0.1344314	0.1361671	0.1738901	0.1564667
