time	hru_rh(1)	hru_rh(2)	hru_rh(3)	hru_rh(4)	hru_rh(5)	hru_rh(6)	hru_rh(7)	hru_rh(8)	hru_rh(9)	hru_rh(10)	hru_rh(11)	hru_rh(12)	hru_rh(13)	hru_rh(14)	hru_rh(15)	hru_rh(16)	hru_rh(17)	hru_rh(18)	hru_rh(19)	hru_rh(20)	hru_rh(21)	hru_rh(22)	hru_rh(23)	hru_rh(24)	hru_rh(25)	hru_rh(26)	hru_rh(27)	hru_rh(28)	hru_rh(29)	hru_rh(30)	hru_rh(31)	hru_rh(32)	hru_rh(33)	hru_rh(34)	hru_rh(35)	hru_rh(36)	hru_rh(37)	hru_rh(38)	hru_rh(39)	hru_rh(40)	hru_rh(41)	hru_rh(42)	hru_rh(43)	hru_rh(44)	hru_rh(45)	hru_rh(46)	hru_rh(47)	hru_rh(48)
units	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)	(%)
2022-03-01T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-01T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T01:00	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8
2022-03-02T02:00	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8
2022-03-02T03:00	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333	28.23333
2022-03-02T04:00	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667	27.66667
2022-03-02T05:00	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1
2022-03-02T06:00	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9	21.9
2022-03-02T07:00	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6	20.6
2022-03-02T08:00	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45	17.45
2022-03-02T09:00	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3	14.3
2022-03-02T10:00	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5
2022-03-02T11:00	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1
2022-03-02T12:00	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95	15.95
2022-03-02T13:00	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8
2022-03-02T14:00	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65	15.65
2022-03-02T15:00	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5	15.5
2022-03-02T16:00	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35	15.35
2022-03-02T17:00	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2	15.2
2022-03-02T18:00	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05	15.05
2022-03-02T19:00	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9	14.9
2022-03-02T20:00	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333	17.93333
2022-03-02T21:00	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667	20.96667
2022-03-02T22:00	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
2022-03-02T23:00	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333	32.23333
2022-03-03T00:00	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667	40.46667
2022-03-03T01:00	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7	48.7
2022-03-03T02:00	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8	46.8
2022-03-03T03:00	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9	46.9
2022-03-03T04:00	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
2022-03-03T05:00	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1	47.1
2022-03-03T06:00	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2	47.2
2022-03-03T07:00	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4	46.4
2022-03-03T08:00	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1	48.1
2022-03-03T09:00	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8	50.8
2022-03-03T10:00	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
2022-03-03T11:00	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667	45.36667
2022-03-03T12:00	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333	43.73333
2022-03-03T13:00	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1	42.1
2022-03-03T14:00	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1	38.1
2022-03-03T15:00	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1
2022-03-03T16:00	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1
2022-03-03T17:00	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6	27.6
2022-03-03T18:00	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2	33.2
2022-03-03T19:00	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
2022-03-03T20:00	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1	39.1
2022-03-03T21:00	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3	43.3
2022-03-03T22:00	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7	41.7
2022-03-03T23:00	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5	46.5
2022-03-04T00:00	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8	51.8
2022-03-04T01:00	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8	52.8
2022-03-04T02:00	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9	54.9
2022-03-04T03:00	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3	57.3
2022-03-04T04:00	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
2022-03-04T05:00	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1	56.1
