time	Albedo(1)	Albedo(2)	Albedo(3)	Albedo(4)	Albedo(5)	Albedo(6)	Albedo(7)	Albedo(8)	Albedo(9)	Albedo(10)	Albedo(11)	Albedo(12)	Albedo(13)	Albedo(14)	Albedo(15)	Albedo(16)	Albedo(17)	Albedo(18)	Albedo(19)	Albedo(20)	Albedo(21)	Albedo(22)	Albedo(23)	Albedo(24)	Albedo(25)	Albedo(26)	Albedo(27)	Albedo(28)	Albedo(29)	Albedo(30)	Albedo(31)	Albedo(32)	Albedo(33)	Albedo(34)	Albedo(35)	Albedo(36)	Albedo(37)	Albedo(38)	Albedo(39)	Albedo(40)	Albedo(41)	Albedo(42)	Albedo(43)	Albedo(44)	Albedo(45)	Albedo(46)	Albedo(47)	Albedo(48)
units	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()
2022-04-30T17:00	0.882175	0.8824309	0.8789857	0.8601472	0.8614966	0.8843772	0.8611594	0.8600046	0.8470352	0.8614883	0.8603755	0.8471188	0.8864125	0.8426104	0.8424109	0.8425045	0.8422172	0.8823305	0.8842984	0.8790144	0.8600835	0.8287629	0.8837158	0.86038	0.8339803	0.8421938	0.8287477	0.8322052	0.8603764	0.8600931	0.8601445	0.8600879	0.8470697	0.883764	0.8237659	0.8823167	0.8425007	0.8856323	0.8229343	0.8873438	0.8289503	0.8857714	0.8798362	0.8847691	0.8837338	0.882992	0.8470468	0.8600409
2022-04-30T18:00	0.8818416	0.8820976	0.8786523	0.8588497	0.8601924	0.8840439	0.8598569	0.8587078	0.8458031	0.8601841	0.8590769	0.8458862	0.8860792	0.8414003	0.8412019	0.841295	0.8410091	0.8819972	0.883965	0.8786811	0.8587864	0.827622	0.8833825	0.8590814	0.8328133	0.8409859	0.8276068	0.831047	0.8590777	0.8587959	0.858847	0.8587907	0.8458374	0.8834307	0.8226499	0.8819834	0.8412912	0.885299	0.8218224	0.8870105	0.8278084	0.8854381	0.8795029	0.8844357	0.8834005	0.8826587	0.8458146	0.858744
2022-04-30T19:00	0.8815083	0.8817643	0.878319	0.8575587	0.8588946	0.8837106	0.8585608	0.8574175	0.8445771	0.8588864	0.8577847	0.8446599	0.8857458	0.8401963	0.8399989	0.8400915	0.8398071	0.8816639	0.8836317	0.8783478	0.8574957	0.8264867	0.8830491	0.8577892	0.8316522	0.839784	0.8264716	0.8298947	0.8577856	0.8575051	0.857556	0.8575	0.8446113	0.8830974	0.8215394	0.88165	0.8400878	0.8849657	0.820716	0.8866772	0.8266722	0.8851047	0.8791695	0.8841024	0.8830671	0.8823253	0.8445886	0.8574535
2022-04-30T20:00	0.881175	0.8814309	0.8779857	0.8562741	0.8576034	0.8833772	0.8572713	0.8561336	0.8433573	0.8575952	0.856499	0.8434396	0.8854125	0.8389984	0.8388019	0.8388941	0.838611	0.8813305	0.8832984	0.8780144	0.8562114	0.8253571	0.8827158	0.8565035	0.8304968	0.838588	0.8253421	0.8287481	0.8564999	0.8562208	0.8562715	0.8562157	0.8433913	0.882764	0.8204345	0.8813167	0.8388903	0.8846323	0.8196152	0.8863438	0.8255417	0.8847714	0.8788362	0.8837691	0.8827338	0.881992	0.8433687	0.8561694
2022-04-30T21:00	0.8808416	0.8810976	0.8776523	0.8549959	0.8563186	0.8830439	0.8559881	0.8548562	0.8421436	0.8563105	0.8552197	0.8422255	0.8850792	0.8378064	0.8376109	0.8377026	0.837421	0.8809972	0.882965	0.8776811	0.8549335	0.8242331	0.8823825	0.8552242	0.8293472	0.8373981	0.8242182	0.8276072	0.8552206	0.8549429	0.8549933	0.8549378	0.8421774	0.8824307	0.8193351	0.8809834	0.8376989	0.884299	0.8185199	0.8860105	0.8244168	0.8844381	0.8785029	0.8834357	0.8824005	0.8816587	0.8421549	0.8548918
2022-04-30T22:00	0.8805083	0.8807643	0.877319	0.8537242	0.8550402	0.8827106	0.8547114	0.8535851	0.8409359	0.8550321	0.8539468	0.8410174	0.8847458	0.8366203	0.8364258	0.836517	0.8362368	0.8806639	0.8826317	0.8773478	0.8536621	0.8231147	0.8820491	0.8539512	0.8282033	0.8362141	0.8230999	0.826472	0.8539476	0.8536714	0.8537215	0.8536663	0.8409695	0.8820974	0.8182411	0.88065	0.8365133	0.8839657	0.81743	0.8856772	0.8232975	0.8841047	0.8781695	0.8831024	0.8820671	0.8813253	0.8409472	0.8536205
2022-04-30T23:00	0.880175	0.8804309	0.8769857	0.8524587	0.8537682	0.8823772	0.853441	0.8523203	0.8397342	0.8537601	0.8526803	0.8398153	0.8844125	0.8354401	0.8352466	0.8353374	0.8350586	0.8803305	0.8822984	0.8770144	0.8523969	0.8220019	0.8817158	0.8526846	0.8270651	0.8350359	0.8219872	0.8253425	0.8526811	0.8524062	0.8524561	0.8524011	0.8397677	0.881764	0.8171526	0.8803167	0.8353337	0.8836323	0.8163456	0.8853438	0.8221838	0.8837714	0.8778362	0.8827691	0.8817338	0.880992	0.8397454	0.8523556
2022-05-01T00:00	0.8798416	0.8800976	0.8766523	0.8511996	0.8525025	0.8820439	0.8521769	0.8510618	0.8385385	0.8524945	0.85142	0.8386192	0.8840792	0.8342659	0.8340733	0.8341637	0.8338862	0.8799972	0.881965	0.8766811	0.8511381	0.8208947	0.8813825	0.8514244	0.8259326	0.8338637	0.82088	0.8242186	0.8514208	0.8511473	0.851197	0.8511423	0.8385718	0.8814307	0.8160696	0.8799834	0.83416	0.883299	0.8152665	0.8850105	0.8210757	0.8834381	0.8775029	0.8824357	0.8814005	0.8806587	0.8385497	0.8510969
2022-05-01T01:00	0.8795083	0.8797643	0.876319	0.8499467	0.8512432	0.8817106	0.8509192	0.8498097	0.8373488	0.8512352	0.850166	0.8374291	0.8837458	0.8330975	0.8329059	0.8329958	0.8327197	0.8796639	0.8816317	0.8763478	0.8498855	0.819793	0.8810491	0.8501704	0.8248058	0.8326973	0.8197783	0.8231003	0.8501669	0.8498947	0.8499441	0.8498897	0.8373819	0.8810974	0.8149919	0.87965	0.8329921	0.8829657	0.8141929	0.8846772	0.8199731	0.8831047	0.8771695	0.8821024	0.8810671	0.8803253	0.8373599	0.8498446
2022-05-01T02:00	0.879175	0.8794309	0.8759857	0.8496134	0.8509098	0.8813772	0.8505859	0.8494763	0.836165	0.8509018	0.8498327	0.8362449	0.8834125	0.8319349	0.8317442	0.8318337	0.831559	0.8793305	0.8812984	0.8760144	0.8495522	0.8186968	0.8807158	0.849837	0.8236846	0.8315367	0.8186822	0.8219875	0.8498335	0.8495614	0.8496108	0.8495563	0.836198	0.880764	0.8139197	0.8793167	0.8318301	0.8826323	0.8131246	0.8843438	0.8188759	0.8827714	0.8768362	0.8817691	0.8807338	0.879992	0.8361761	0.8495113
2022-05-01T03:00	0.8788416	0.8790976	0.8756523	0.84928	0.8505765	0.8810439	0.8502525	0.849143	0.8349871	0.8505685	0.8494994	0.8350666	0.8830792	0.8307781	0.8305884	0.8306774	0.8304041	0.8789972	0.880965	0.8756811	0.8492189	0.817606	0.8803825	0.8495037	0.822569	0.8303819	0.8175915	0.8208804	0.8495002	0.849228	0.8492774	0.849223	0.83502	0.8804307	0.8128527	0.8789834	0.8306738	0.882299	0.8120616	0.8840105	0.8177843	0.8824381	0.8765029	0.8814357	0.8804005	0.8796587	0.8349982	0.8491779
2022-05-01T04:00	0.8785083	0.8787643	0.875319	0.8489467	0.8502432	0.8807106	0.8499192	0.8488097	0.8338151	0.8502352	0.849166	0.8338942	0.8827458	0.8296271	0.8294384	0.8295269	0.829255	0.8786639	0.8806317	0.8753478	0.8488855	0.8165207	0.8800491	0.8491704	0.8214589	0.8292329	0.8165063	0.8197787	0.8491669	0.8488947	0.8489441	0.8488897	0.8338478	0.8800974	0.8117911	0.87865	0.8295233	0.8819657	0.811004	0.8836772	0.8166981	0.8821047	0.8761695	0.8811024	0.8800671	0.8793253	0.8338261	0.8488446
2022-05-01T05:00	0.878175	0.8784309	0.8749857	0.8486134	0.8499098	0.8803772	0.8495859	0.8484763	0.832649	0.8499018	0.8488327	0.8327277	0.8824125	0.8284818	0.828294	0.8283821	0.8281116	0.8783305	0.8802984	0.8750144	0.8485522	0.8154408	0.8797158	0.848837	0.8203544	0.8280896	0.8154264	0.8186826	0.8488335	0.8485614	0.8486108	0.8485563	0.8326815	0.879764	0.8107348	0.8783167	0.8283786	0.8816323	0.8099516	0.8833438	0.8156173	0.8817714	0.8758362	0.8807691	0.8797338	0.878992	0.8326599	0.8485113
2022-05-01T06:00	0.8778416	0.8780976	0.8746523	0.84828	0.8495765	0.8800439	0.8492525	0.848143	0.8314886	0.8495685	0.8484994	0.8315669	0.8820792	0.8273423	0.8271554	0.8272431	0.8269738	0.8779972	0.879965	0.8746811	0.8482189	0.8143663	0.8793825	0.8485037	0.8192553	0.826952	0.814352	0.8175919	0.8485002	0.848228	0.8482774	0.848223	0.831521	0.8794307	0.8096838	0.8779834	0.8272395	0.881299	0.8089044	0.8830105	0.8145419	0.8814381	0.8755029	0.8804357	0.8794005	0.8786587	0.8314995	0.8481779
2022-05-01T07:00	0.8775083	0.8777643	0.874319	0.8479467	0.8492432	0.8797106	0.8489192	0.8478097	0.8303341	0.8492352	0.848166	0.830412	0.8817458	0.8262084	0.8260225	0.8261097	0.8258418	0.8776639	0.8796317	0.8743478	0.8478855	0.8132971	0.8790491	0.8481704	0.8181618	0.82582	0.8132829	0.8165066	0.8481669	0.8478947	0.8479441	0.8478897	0.8303663	0.8790974	0.808638	0.87765	0.8261062	0.8809657	0.8078625	0.8826772	0.8134719	0.8811047	0.8751695	0.8801024	0.8790671	0.8783253	0.8303449	0.8478446
2022-05-01T08:00	0.877175	0.8774309	0.8739857	0.8476134	0.8489098	0.8793772	0.8485859	0.8474763	0.8291853	0.8489018	0.8478327	0.8292628	0.8814125	0.8250802	0.8248952	0.824982	0.8247154	0.8773305	0.8792984	0.8740144	0.8475522	0.8122333	0.8787158	0.847837	0.8170737	0.8246938	0.8122192	0.8154268	0.8478335	0.8475614	0.8476108	0.8475563	0.8292173	0.878764	0.8075974	0.8773167	0.8249784	0.8806323	0.8068258	0.8823438	0.8124072	0.8807714	0.8748362	0.8797691	0.8787338	0.877992	0.829196	0.8475113
2022-05-01T09:00	0.8768416	0.8770976	0.8736523	0.84728	0.8485765	0.8790439	0.8482525	0.847143	0.8280422	0.8485685	0.8474994	0.8281194	0.8810792	0.8239576	0.8237735	0.8238599	0.8235946	0.8769972	0.878965	0.8736811	0.8472189	0.8111748	0.8783825	0.8475037	0.815991	0.8235731	0.8111607	0.8143524	0.8475002	0.847228	0.8472774	0.847223	0.8280741	0.8784307	0.806562	0.8769834	0.8238564	0.880299	0.8057943	0.8820105	0.8113478	0.8804381	0.8745029	0.8794357	0.8784005	0.8776587	0.8280529	0.8471779
2022-05-01T10:00	0.8765083	0.8767643	0.873319	0.8469467	0.8482432	0.8787106	0.8479192	0.8468097	0.8269048	0.8482352	0.847166	0.8269816	0.8807458	0.8228406	0.8226574	0.8227434	0.8224795	0.8766639	0.8786317	0.8733478	0.8468855	0.8101215	0.8780491	0.8471704	0.8149138	0.822458	0.8101075	0.8132833	0.8471669	0.8468947	0.8469441	0.8468897	0.8269365	0.8780974	0.8055317	0.87665	0.8227399	0.8799657	0.8047679	0.8816772	0.8102937	0.8801047	0.8741695	0.8791024	0.8780671	0.8773253	0.8269155	0.8468446
2022-05-01T11:00	0.876175	0.8764309	0.8729857	0.8466134	0.8479098	0.8783772	0.8475859	0.8464763	0.8257732	0.8479018	0.8468327	0.8258495	0.8804125	0.8217292	0.8215469	0.8216324	0.8213698	0.8763305	0.8782984	0.8730144	0.8465522	0.8090736	0.8777158	0.846837	0.8138419	0.8213485	0.8090596	0.8122195	0.8468335	0.8465614	0.8466108	0.8465563	0.8258047	0.877764	0.8045066	0.8763167	0.821629	0.8796323	0.8037466	0.8813438	0.8092449	0.8797714	0.8738362	0.8787691	0.8777338	0.876992	0.8257838	0.8465113
2022-05-01T12:00	0.8758416	0.8760976	0.8726523	0.84628	0.8475765	0.8780439	0.8472525	0.846143	0.8246471	0.8475685	0.8464994	0.8247231	0.8800792	0.8206233	0.8204419	0.820527	0.8202658	0.8759972	0.877965	0.8726811	0.8462189	0.8080308	0.8773825	0.8465037	0.8127754	0.8202445	0.8080169	0.8111611	0.8465002	0.846228	0.8462774	0.846223	0.8246785	0.8774307	0.8034867	0.8759834	0.8205236	0.879299	0.8027304	0.8810105	0.8082012	0.8794381	0.8735029	0.8784357	0.8774005	0.8766587	0.8246577	0.8461779
2022-05-01T13:00	0.8755083	0.8757643	0.872319	0.8459467	0.8472432	0.8777106	0.8469192	0.8458097	0.8235267	0.8472352	0.846166	0.8236023	0.8797458	0.8195229	0.8193425	0.8194271	0.8191672	0.8756639	0.8776317	0.8723478	0.8458855	0.8069932	0.8770491	0.8461704	0.8117141	0.8191461	0.8069795	0.8101079	0.8461669	0.8458947	0.8459441	0.8458897	0.8235579	0.8770974	0.8024718	0.87565	0.8194237	0.8789657	0.8017193	0.8806772	0.8071628	0.8791047	0.8731695	0.8781024	0.8770671	0.8763253	0.8235372	0.8458446
2022-05-01T14:00	0.875175	0.8754309	0.8719857	0.8456134	0.8469098	0.8773772	0.8465859	0.8454763	0.8224118	0.8469018	0.8458327	0.8224871	0.8794125	0.8184281	0.8182485	0.8183328	0.8180741	0.8753305	0.8772984	0.8720144	0.8455522	0.8059609	0.8767158	0.845837	0.8106582	0.8180531	0.8059471	0.80906	0.8458335	0.8455614	0.8456108	0.8455563	0.8224429	0.876764	0.8014619	0.8753167	0.8183293	0.8786323	0.8007132	0.8803438	0.8061296	0.8787714	0.8728362	0.8777691	0.8767338	0.875992	0.8224223	0.8455113
2022-05-01T15:00	0.8748416	0.8750976	0.8716523	0.84528	0.8465765	0.8770439	0.8462525	0.845143	0.8213025	0.8465685	0.8454994	0.8213774	0.8790792	0.8173386	0.81716	0.8172438	0.8169864	0.8749972	0.876965	0.8716811	0.8452189	0.8049336	0.8763825	0.8455037	0.8096075	0.8169655	0.80492	0.8080173	0.8455002	0.845228	0.8452774	0.845223	0.8213335	0.8764307	0.8004571	0.8749834	0.8172404	0.878299	0.7997121	0.8800105	0.8051015	0.8784381	0.8725029	0.8774357	0.8764005	0.8756587	0.8213129	0.8451779
2022-05-01T16:00	0.8745083	0.8747643	0.871319	0.8449467	0.8462432	0.8767106	0.8459192	0.8448097	0.8201988	0.8462352	0.845166	0.8202733	0.8787458	0.8162547	0.8160769	0.8161603	0.8159042	0.8746639	0.8766317	0.8713478	0.8448855	0.8039115	0.8760491	0.8451704	0.8085621	0.8158834	0.8038979	0.8069798	0.8451669	0.8448947	0.8449441	0.8448897	0.8202296	0.8760974	0.7994574	0.87465	0.8161569	0.8779657	0.798716	0.8796772	0.8040786	0.8781047	0.8721695	0.8771024	0.8760671	0.8753253	0.8202091	0.8448446
2022-05-01T17:00	0.874175	0.8744309	0.8709857	0.8446134	0.8459098	0.8763772	0.8455859	0.8444763	0.8191005	0.8459018	0.8448327	0.8191747	0.8784125	0.8151761	0.8149992	0.8150822	0.8148274	0.8743305	0.8762984	0.8710144	0.8445522	0.8028945	0.8757158	0.844837	0.8075219	0.8148067	0.802881	0.8059475	0.8448335	0.8445614	0.8446108	0.8445563	0.8191312	0.875764	0.7984626	0.8743167	0.8150788	0.8776323	0.7977249	0.8793438	0.8030607	0.8777714	0.8718362	0.8767691	0.8757338	0.874992	0.8191108	0.8445113
2022-05-01T18:00	0.8738416	0.8740976	0.8706523	0.84428	0.8455765	0.8760439	0.8452525	0.844143	0.8180078	0.8455685	0.8444994	0.8180815	0.8780792	0.8141029	0.8139269	0.8140095	0.8137559	0.8739972	0.875965	0.8706811	0.8442189	0.8018826	0.8753825	0.8445037	0.8064869	0.8137353	0.8018691	0.8049203	0.8445002	0.844228	0.8442774	0.844223	0.8180382	0.8754307	0.7974727	0.8739834	0.8140061	0.877299	0.7967388	0.8790105	0.802048	0.8774381	0.8715029	0.8764357	0.8754005	0.8746587	0.818018	0.8441779
2022-05-01T19:00	0.8735083	0.8737643	0.870319	0.8439467	0.8452432	0.8757106	0.8449192	0.8438097	0.8169205	0.8452352	0.844166	0.8169938	0.8777458	0.813035	0.8128599	0.8129421	0.8126898	0.8736639	0.8756317	0.8703478	0.8438855	0.8008757	0.8750491	0.8441704	0.805457	0.8126693	0.8008623	0.8038983	0.8441669	0.8438947	0.8439441	0.8438897	0.8169508	0.8750974	0.7964878	0.87365	0.8129388	0.8769657	0.7957576	0.8786772	0.8010402	0.8771047	0.8711695	0.8761024	0.8750671	0.8743253	0.8169307	0.8438446
2022-05-01T20:00	0.873175	0.8734309	0.8699857	0.8436134	0.8449098	0.8753772	0.8445859	0.8434763	0.8158386	0.8449018	0.8438327	0.8159116	0.8774125	0.8119725	0.8117983	0.81188	0.811629	0.8733305	0.8752984	0.8700144	0.8435522	0.7998738	0.8747158	0.843837	0.8044323	0.8116086	0.7998605	0.8028813	0.8438335	0.8435614	0.8436108	0.8435563	0.8158687	0.874764	0.7955078	0.8733167	0.8118767	0.8766323	0.7947812	0.8783438	0.8000376	0.8767714	0.8708362	0.8757691	0.8747338	0.873992	0.8158487	0.8435113
2022-05-01T21:00	0.8728416	0.8730976	0.8696523	0.84328	0.8445765	0.8750439	0.8442525	0.843143	0.8147621	0.8445685	0.8434994	0.8148347	0.8770792	0.8109153	0.8107419	0.8108233	0.8105735	0.8729972	0.874965	0.8696811	0.8432189	0.7988769	0.8743825	0.8435037	0.8034127	0.8105532	0.7988637	0.8018695	0.8435002	0.843228	0.8432774	0.843223	0.8147921	0.8744307	0.7945327	0.8729834	0.81082	0.876299	0.7938097	0.8780105	0.7990399	0.8764381	0.8705029	0.8754357	0.8744005	0.8736587	0.8147722	0.8431779
2022-05-01T22:00	0.8725083	0.8727643	0.869319	0.8429467	0.8442432	0.8747106	0.8439192	0.8428097	0.8136909	0.8442352	0.843166	0.8137632	0.8767458	0.8098634	0.8096909	0.8097718	0.8095233	0.8726639	0.8746317	0.8693478	0.8428855	0.797885	0.8740491	0.8431704	0.8023982	0.8095031	0.7978718	0.8008626	0.8431669	0.8428947	0.8429441	0.8428897	0.8137208	0.8740974	0.7935625	0.87265	0.8097685	0.8759657	0.7928431	0.8776772	0.7980471	0.8761047	0.8701695	0.8751024	0.8740671	0.8733253	0.813701	0.8428446
2022-05-01T23:00	0.872175	0.8724309	0.8689857	0.8426134	0.8439098	0.8743772	0.8435859	0.8424763	0.8126251	0.8439018	0.8428327	0.8126971	0.8764125	0.8088167	0.808645	0.8087256	0.8084783	0.8723305	0.8742984	0.8690144	0.8425522	0.7968981	0.8737158	0.842837	0.8013887	0.8084582	0.7968849	0.7998608	0.8428335	0.8425614	0.8426108	0.8425563	0.8126549	0.873764	0.7925971	0.8723167	0.8087223	0.8756323	0.7918813	0.8773438	0.7970594	0.8757714	0.8698362	0.8747691	0.8737338	0.872992	0.8126351	0.8425113
2022-05-02T00:00	0.8718416	0.8720976	0.8686523	0.84228	0.8435765	0.8740439	0.8432525	0.842143	0.8115647	0.8435685	0.8424994	0.8116362	0.8760792	0.8077752	0.8076044	0.8076845	0.8074385	0.8719972	0.873965	0.8686811	0.8422189	0.795916	0.8733825	0.8425037	0.8003843	0.8074185	0.795903	0.798864	0.8425002	0.842228	0.8422774	0.842223	0.8115942	0.8734307	0.7916365	0.8719834	0.8076813	0.875299	0.7909243	0.8770105	0.7960765	0.8754381	0.8695029	0.8744357	0.8734005	0.8726587	0.8115746	0.8421779
2022-05-02T01:00	0.8715083	0.8717643	0.868319	0.8419467	0.8432432	0.8737106	0.8429192	0.8418097	0.8105095	0.8432352	0.842166	0.8105807	0.8757458	0.8067389	0.806569	0.8066487	0.8064039	0.8716639	0.8736317	0.8683478	0.8418855	0.7949389	0.8730491	0.8421704	0.7993849	0.806384	0.7949259	0.7978722	0.8421669	0.8418947	0.8419441	0.8418897	0.8105389	0.8730974	0.7906807	0.87165	0.8066455	0.8749657	0.789972	0.8766772	0.7950986	0.8751047	0.8691695	0.8741024	0.8730671	0.8723253	0.8105194	0.8418446
2022-05-02T02:00	0.871175	0.8714309	0.8679857	0.8416134	0.8429098	0.8733772	0.8425859	0.8414763	0.8094596	0.8429018	0.8418327	0.8102474	0.8754125	0.8057078	0.8055387	0.805618	0.8053744	0.8713305	0.8732984	0.8680144	0.8415522	0.7939666	0.8727158	0.841837	0.7983904	0.8053546	0.7939537	0.7968853	0.8418335	0.8415614	0.8416108	0.8415563	0.8094888	0.872764	0.7897297	0.8713167	0.8056148	0.8746323	0.7890246	0.8763438	0.7941255	0.8747714	0.8688362	0.8737691	0.8727338	0.871992	0.8094694	0.8415113
2022-05-02T03:00	0.8708416	0.8710976	0.8676523	0.84128	0.8425765	0.8730439	0.8422525	0.841143	0.8084149	0.8425685	0.8414994	0.809914	0.8750792	0.8046818	0.8045136	0.8045925	0.8043501	0.8709972	0.872965	0.8676811	0.8412189	0.7929992	0.8723825	0.8415037	0.797401	0.8043304	0.7929864	0.7959033	0.8415002	0.841228	0.8412774	0.841223	0.808444	0.8724307	0.7887834	0.8709834	0.8045893	0.874299	0.7880818	0.8760105	0.7931573	0.8744381	0.8685029	0.8734357	0.8724005	0.8716587	0.8084247	0.8411779
2022-05-02T04:00	0.8705083	0.8707643	0.867319	0.8409467	0.8422432	0.8727106	0.8419192	0.8408097	0.8073754	0.8422352	0.841166	0.8095807	0.8747458	0.803661	0.8034936	0.8035721	0.8033309	0.8706639	0.8726317	0.8673478	0.8408855	0.7920366	0.8720491	0.8411704	0.7964164	0.8033113	0.7920238	0.7949262	0.8411669	0.8408947	0.8409441	0.8408897	0.8074044	0.8720974	0.7878419	0.87065	0.8035689	0.8739657	0.7871437	0.8756772	0.792194	0.8741047	0.8681695	0.8731024	0.8720671	0.8713253	0.8073852	0.8408446
2022-05-02T05:00	0.870175	0.8704309	0.8669857	0.8406134	0.8419098	0.8723772	0.8415859	0.8404763	0.8063411	0.8419018	0.8408327	0.8092474	0.8744125	0.8026452	0.8024786	0.8025568	0.8023168	0.8703305	0.8722984	0.8670144	0.8405522	0.7910788	0.8717158	0.840837	0.7954368	0.8022973	0.7910661	0.793954	0.8408335	0.8405614	0.8406108	0.8405563	0.80637	0.871764	0.786905	0.8703167	0.8025536	0.8736323	0.7862103	0.8753438	0.7912354	0.8737714	0.8678362	0.8727691	0.8717338	0.870992	0.8063508	0.8405113
2022-05-02T06:00	0.8698416	0.8700976	0.8666523	0.84028	0.8415765	0.8720439	0.8412525	0.840143	0.805312	0.8415685	0.8404994	0.808914	0.8740792	0.8016345	0.8014688	0.8015465	0.8013077	0.8699972	0.871965	0.8666811	0.8402189	0.7901258	0.8713825	0.8405037	0.794462	0.8012883	0.7901132	0.7929867	0.8405002	0.840228	0.8402774	0.840223	0.8053407	0.8714307	0.7859728	0.8699834	0.8015434	0.873299	0.7852816	0.8750105	0.7902816	0.8734381	0.8675029	0.8724357	0.8714005	0.8706587	0.8053216	0.8401779
2022-05-02T07:00	0.8695083	0.8697643	0.866319	0.8399467	0.8412432	0.8717106	0.8409192	0.8398097	0.804288	0.8412352	0.840166	0.8085807	0.8737458	0.8006289	0.8004639	0.8005413	0.8003037	0.8696639	0.8716317	0.8663478	0.8398855	0.7891776	0.8710491	0.8401704	0.7934921	0.8002844	0.789165	0.7920242	0.8401669	0.8398947	0.8399441	0.8398897	0.8043165	0.8710974	0.7850453	0.86965	0.8005382	0.8729657	0.7843575	0.8746772	0.7893326	0.8731047	0.8671695	0.8721024	0.8710671	0.8703253	0.8042976	0.8398446
2022-05-02T08:00	0.869175	0.8694309	0.8659857	0.8396134	0.8409098	0.8713772	0.8405859	0.8394763	0.8032691	0.8409018	0.8398327	0.8082474	0.8734125	0.7996282	0.7994641	0.7995411	0.7993047	0.8693305	0.8712984	0.8660144	0.8395522	0.7882341	0.8707158	0.839837	0.7925271	0.7992855	0.7882215	0.7910664	0.8398335	0.8395614	0.8396108	0.8395563	0.8032975	0.870764	0.7841224	0.8693167	0.799538	0.8726323	0.783438	0.8743438	0.7883883	0.8727714	0.8668362	0.8717691	0.8707338	0.869992	0.8032787	0.8395113
2022-05-02T09:00	0.8688416	0.8690976	0.8656523	0.83928	0.8405765	0.8710439	0.8402525	0.839143	0.8022553	0.8405685	0.8394994	0.807914	0.8730792	0.7986326	0.7984693	0.7985459	0.7983107	0.8689972	0.870965	0.8656811	0.8392189	0.7872952	0.8703825	0.8395037	0.7915669	0.7982915	0.7872828	0.7901135	0.8395002	0.839228	0.8392774	0.839223	0.8022836	0.8704307	0.783204	0.8689834	0.7985428	0.872299	0.7825231	0.8740105	0.7874487	0.8724381	0.8665029	0.8714357	0.8704005	0.8696587	0.8022648	0.8391779
2022-05-02T10:00	0.8685083	0.8687643	0.865319	0.8389467	0.8402432	0.8707106	0.8399192	0.8388097	0.8012465	0.8402352	0.839166	0.8075807	0.8727458	0.7976419	0.7974794	0.7975556	0.7973216	0.8686639	0.8706317	0.8653478	0.8388855	0.7863611	0.8700491	0.8391704	0.7906114	0.7973026	0.7863487	0.7891653	0.8391669	0.8388947	0.8389441	0.8388897	0.8012747	0.8700974	0.7822903	0.86865	0.7975525	0.8719657	0.7816128	0.8736772	0.7865138	0.8721047	0.8661695	0.8711024	0.8700671	0.8693253	0.801256	0.8388446
2022-05-02T11:00	0.868175	0.8684309	0.8649857	0.8386134	0.8399098	0.8703772	0.8395859	0.8384763	0.8002428	0.8399018	0.8388327	0.8072474	0.8724125	0.7966561	0.7964945	0.7965703	0.7963374	0.8683305	0.8702984	0.8650144	0.8385522	0.7854316	0.8697158	0.838837	0.7896607	0.7963185	0.7854193	0.7882218	0.8388335	0.8385614	0.8386108	0.8385563	0.8002708	0.869764	0.7813811	0.8683167	0.7965672	0.8716323	0.780707	0.8733438	0.7855835	0.8717714	0.8658362	0.8707691	0.8697338	0.868992	0.8002522	0.8385113
2022-05-02T12:00	0.8678416	0.8680976	0.8646523	0.83828	0.8395765	0.8700439	0.8392525	0.838143	0.7992441	0.8395685	0.8384994	0.806914	0.8720792	0.7956753	0.7955145	0.7955899	0.7953582	0.8679972	0.869965	0.8646811	0.8382189	0.7845068	0.8693825	0.8385037	0.7887148	0.7953394	0.7844945	0.7872831	0.8385002	0.838228	0.8382774	0.838223	0.7992719	0.8694307	0.7804765	0.8679834	0.7955869	0.871299	0.7798057	0.8730105	0.7846579	0.8714381	0.8655029	0.8704357	0.8694005	0.8686587	0.7992535	0.8381779
2022-05-02T13:00	0.8675083	0.8677643	0.864319	0.8379467	0.8392432	0.8697106	0.8389192	0.8378097	0.7982504	0.8392352	0.838166	0.8065807	0.8717458	0.7946994	0.7945393	0.7946144	0.7943838	0.8676639	0.8696317	0.8643478	0.8378855	0.7835865	0.8690491	0.8381704	0.7877736	0.7943651	0.7835743	0.786349	0.8381669	0.8378947	0.8379441	0.8378897	0.7982781	0.8690974	0.7795764	0.86765	0.7946114	0.8709657	0.7789089	0.8726772	0.7837369	0.8711047	0.8651695	0.8701024	0.8690671	0.8683253	0.7982597	0.8378446
2022-05-02T14:00	0.867175	0.8674309	0.8639857	0.8376134	0.8389098	0.8693772	0.8385859	0.8374763	0.7972616	0.8389018	0.8378327	0.8062474	0.8714125	0.7937283	0.7935691	0.7936438	0.7934144	0.8673305	0.8692984	0.8640144	0.8375522	0.7826709	0.8687158	0.837837	0.7868371	0.7933957	0.7826587	0.7854196	0.8378335	0.8375614	0.8376108	0.8375563	0.7972892	0.868764	0.7786807	0.8673167	0.7936407	0.8706323	0.7780166	0.8723438	0.7828206	0.8707714	0.8648362	0.8697691	0.8687338	0.867992	0.7972709	0.8375113
