"var","var_total","in_or_out"
"firn",0,"in"
"gw",0.0367294641069338,"in"
"ice",12.9742910771001,"in"
"Sd",0,"in"
"soil_moist",-9.50511230869191,"in"
"SWE",-193.054053086919,"in"
"basinflow",126.828863396823,"out"
"basingw",0.0436982201882762,"out"
"E_s_int",103.678518601753,"out"
"hru_actet",2.73554346703607,"out"
"hru_drift",26.3322342072865,"out"
"hru_rain",20.7285294522551,"in"
"hru_snow",563.264913410758,"in"
"hru_subl",127.538002735049,"out"
"intcp_evap",0,"out"
"Subl_Cpy",0,"out"
