time	hru_u(1)	hru_u(2)	hru_u(3)	hru_u(4)	hru_u(5)	hru_u(6)	hru_u(7)	hru_u(8)	hru_u(9)	hru_u(10)	hru_u(11)	hru_u(12)	hru_u(13)	hru_u(14)	hru_u(15)	hru_u(16)	hru_u(17)	hru_u(18)	hru_u(19)	hru_u(20)	hru_u(21)	hru_u(22)	hru_u(23)	hru_u(24)	hru_u(25)	hru_u(26)	hru_u(27)	hru_u(28)	hru_u(29)	hru_u(30)	hru_u(31)	hru_u(32)	hru_u(33)	hru_u(34)	hru_u(35)	hru_u(36)	hru_u(37)	hru_u(38)	hru_u(39)	hru_u(40)	hru_u(41)	hru_u(42)	hru_u(43)	hru_u(44)	hru_u(45)	hru_u(46)	hru_u(47)	hru_u(48)
units	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)	(m/s)
2022-07-11T21:00	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609	3.482609
2022-07-11T22:00	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565	3.869565
2022-07-11T23:00	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522	4.256522
2022-07-12T00:00	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478	4.643478
2022-07-12T01:00	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435	5.030435
2022-07-12T02:00	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391	5.417391
2022-07-12T03:00	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348	5.804348
2022-07-12T04:00	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304	6.191304
2022-07-12T05:00	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261	6.578261
2022-07-12T06:00	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217	6.965217
2022-07-12T07:00	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174	7.352174
2022-07-12T08:00	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913	7.73913
2022-07-12T09:00	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087	8.126087
2022-07-12T10:00	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043	8.513043
2022-07-12T11:00	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9	8.9
2022-07-12T12:00	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9	5.9
2022-07-12T13:00	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4	10.4
2022-07-12T14:00	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3	6.3
2022-07-12T15:00	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9
2022-07-12T16:00	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5
2022-07-12T17:00	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2
2022-07-12T18:00	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8
2022-07-12T19:00	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5
2022-07-12T20:00	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7	5.7
2022-07-12T21:00	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3
2022-07-12T22:00	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4
2022-07-12T23:00	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6	12.6
2022-07-13T00:00	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
2022-07-13T01:00	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2
2022-07-13T02:00	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7
2022-07-13T03:00	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3	8.3
2022-07-13T04:00	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7	10.7
2022-07-13T05:00	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
2022-07-13T06:00	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
2022-07-13T07:00	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7
2022-07-13T08:00	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
2022-07-13T09:00	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8	8.8
2022-07-13T10:00	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2	9.2
2022-07-13T11:00	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25	7.25
2022-07-13T12:00	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3
2022-07-13T13:00	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4	7.4
2022-07-13T14:00	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3
2022-07-13T15:00	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2
2022-07-13T16:00	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1
2022-07-13T17:00	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2022-07-13T18:00	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3
2022-07-13T19:00	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3
2022-07-13T20:00	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1
2022-07-13T21:00	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2022-07-13T22:00	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6	8.6
2022-07-13T23:00	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7	4.7
2022-07-14T00:00	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
2022-07-14T01:00	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5
2022-07-14T02:00	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5
2022-07-14T03:00	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8	9.8
2022-07-14T04:00	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
2022-07-14T05:00	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2	7.2
2022-07-14T06:00	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8	11.8
2022-07-14T07:00	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333	9.233333
2022-07-14T08:00	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667	6.666667
2022-07-14T09:00	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1
2022-07-14T10:00	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9	9.9
2022-07-14T11:00	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5	10.5
2022-07-14T12:00	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6	7.6
2022-07-14T13:00	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
