date,value
2015/12/31,41.70651355421687
2016/1/1,48.933782003012055
2016/1/2,41.278708584337345
2016/1/3,43.08526296482745
2016/1/4,43.08526296482745
2016/1/5,42.174256230738145
2016/1/6,37.84392461494868
2016/1/7,37.5177586847041
2016/1/8,34.60035455047367
2016/1/9,33.559526984232015
2016/1/10,33.25404743975903
2016/1/11,35.051957831325296
2016/1/12,31.442529485527295
2016/1/13,30.24548192771084
2016/1/14,22.110504518072286
2016/1/15,29.958490210843376
2016/1/16,32.11897590361445
2016/1/17,38.37349397590362
2016/1/18,29.93975903614457
2016/1/19,34.67516942771084
2016/1/20,26.255741716867465
2016/1/21,29.660579819277103
2016/1/22,22.17253388554217
2016/1/23,28.522966867469876
2016/1/24,24.705722924456538
2016/1/25,26.26004344601947
2016/1/26,25.810720767960486
2016/1/27,22.54433803852782
2016/1/28,22.80679574052253
2016/1/29,21.165022532803466
2016/1/30,23.994446536144576
2016/1/31,13.480798192771081
2016/2/1,23.339231927710845
2016/2/2,20.581661467115023
2016/2/3,17.44870105421687
2016/2/4,23.878388548471843
2016/2/5,15.005553463855422
2016/2/6,18.567959337349397
2016/2/7,14.530873493975903
2016/2/8,15.559393825301205
2016/2/9,15.952466114457831
2016/2/10,13.696253765060241
2016/2/11,15.909826807228916
2016/2/12,11.067206325301203
2016/2/13,10.164627259036143
2016/2/14,11.145143072289157
2016/2/15,12.478256777108436
2016/2/16,7.831701807228915
2016/2/17,10.564100150602409
2016/2/18,8.983433734939757
2016/2/28,6.039439006024096
2016/2/29,10.42074548192771
2016/3/1,6.051393072289157
2016/3/2,6.499058734939759
2016/3/3,6.136708560220178
2016/3/4,5.74058734939759
2016/3/5,5.670180722891566
2016/3/6,7.05046357304217
2016/3/7,1.241293298192771
2016/3/8,8.963855421686747
2016/3/9,5.760542168674699
2016/3/10,4.866057981927711
2016/3/11,6.029367469879517
2016/3/12,5.4011671666100805
2016/3/13,3.8992846385542155
2016/3/14,11.81645331325301
2016/3/15,5.455572289156627
2016/3/16,8.162650602409638
2016/3/17,2.9038027108433733
2016/3/18,3.8978727409638547
2016/3/19,2.5707831325301207
2016/3/20,4.158132530120482
2016/3/21,0.7367386211113757
2016/3/22,2.719126506024096
2016/3/23,6.53953313253012
2016/3/24,0.9890813253012047
2016/3/25,2.1629329819277108
2016/3/26,1.2537650602409638
2016/3/27,2.008753765060241
2016/3/28,3.7515060240963862
2016/3/29,2.9986822289156625
2016/3/30,5.234751506024097
2016/3/31,4.452020002035312
2016/4/1,5.044606102248991
2016/4/2,14.306959114430178
2016/4/3,15.391919239457827
2016/4/4,6.778708584337348
2016/4/5,24.594427457056845
2016/4/6,49.97157379518071
2016/4/7,21.132199107792722
2016/4/8,21.066589805869814
2016/4/9,19.602786144578314
2016/4/10,26.313441147287204
2016/4/11,9.365963855421688
2016/4/12,14.484375
2016/4/13,14.484375
2016/4/14,14.484375
2016/4/15,9.365963855421688
2016/4/16,9.365963855421688
2016/4/17,83.6310781631832
2016/4/18,83.6310781631832
2016/4/19,83.89531396320658
2016/4/20,83.89531396320658
2016/4/21,83.59313335645828
2016/4/22,83.59313335645828
2016/4/23,83.59313335645828
2016/4/24,83.59313335645828
2016/4/25,83.59313335645828
2016/4/26,85.74004596256347
2016/4/27,85.74564738015096
2016/4/28,85.74564738015096
2016/4/29,78.7927842326911
2016/4/30,79.58141942771084
2016/5/1,75.13130646872233
2016/5/2,73.42421219865959
2016/5/3,74.32106551204818
2016/5/4,70.98738704819277
2016/5/5,74.41085271232099
2016/5/6,69.35005637105687
2016/5/7,71.57072006363467
2016/5/8,71.57072006363467
2016/5/9,74.9316641566265
2016/5/10,69.82233966689512
2016/5/11,63.33145125515488
2016/5/12,64.1209525078176
2016/5/13,64.1209525078176
2016/5/14,64.1209525078176
2016/5/15,57.06024096385543
2016/5/16,58.70036390316057
2016/5/17,62.40650100736734
2016/5/18,64.02222174693303
2016/5/19,64.20025269453784
2016/5/20,59.32272839546205
2016/5/21,74.7054320171655
2016/5/22,70.06585070598555
2016/5/23,69.27180289073164
2016/5/24,68.65995254861305
2016/5/25,68.65954868477512
2016/5/26,71.9747423005391
2016/5/27,69.90464929213006
2016/5/28,67.89413394554552
2016/5/29,67.47007922092115
2016/5/30,67.98990327478892
2016/5/31,67.40276100980229
2016/6/1,66.24768357176379
2016/6/2,68.49393851642148
2016/6/3,71.34481676515325
2016/6/4,71.87527880754814
2016/6/5,68.58330195783131
2016/6/6,72.74037097017448
2016/6/7,76.91295183997555
2016/6/8,74.96958799390909
2016/6/9,73.98301362416831
2016/6/10,74.16598280510271
2016/6/11,75.37735340681421
2016/6/12,73.15278484304268
2016/6/13,71.93003897350953
2016/6/14,72.24954325607023
2016/6/15,70.41715089240705
2016/6/16,68.97985692771084
2016/6/17,72.3080006766032
2016/6/18,74.73239834337348
2016/6/19,75.42538135884753
2016/6/20,77.1481865242303
2016/6/21,78.23561887712364
2016/6/22,75.65398210358904
2016/6/23,77.56198835085675
2016/6/24,75.52232054055453
2016/6/25,78.94093561746986
2016/6/26,80.72188141834306
2016/6/27,80.18237007095154
2016/6/28,81.35909240360718
2016/6/29,79.67391103721526
2016/6/30,77.51629177346288
2016/7/1,76.20742607978455
2016/7/2,75.66970367747615
2016/7/3,74.97447611912186
2016/7/4,69.59685617469879
2016/7/5,73.56759087723422
2016/7/6,76.72373882690108
2016/7/7,77.42152978426002
2016/7/8,77.58458834814739
2016/7/9,74.97886088526393
2016/7/10,73.0990880799581
2016/7/11,71.85707688475229
2016/7/12,70.14684517268674
2016/7/13,68.5128952552037
2016/7/14,64.0948795180723
2016/7/15,67.50451807228914
2016/7/16,63.5132401054164
2016/7/17,63.66092472406755
2016/7/18,58.94032379518072
2016/7/19,63.66092472406755
2016/7/20,63.45155595368648
2016/7/21,59.65968395715736
2016/7/22,62.63245775469814
2016/7/23,66.31329221179685
2016/7/24,70.66152135004482
2016/7/25,70.66152135004482
2016/7/26,69.14213102409637
2016/7/27,72.65813253012048
2016/7/28,72.36399499910424
2016/7/29,72.86934897842177
2016/7/30,77.5064159401928
2016/7/31,72.99902112081826
2016/8/1,70.39551957831326
2016/8/2,75.25593023845948
2016/8/3,74.52142008097773
2016/8/4,74.28491785727351
2016/8/5,75.14269578313252
2016/8/6,77.83617528088122
2016/8/7,79.30408125756735
2016/8/8,81.23043749562228
2016/8/9,82.39622564775402
2016/8/10,81.91374294585493
2016/8/11,82.547962033605
2016/8/12,82.6722090746983
2016/8/13,83.18288780120481
2016/8/14,81.79906323157162
2016/8/15,81.25185073427407
2016/8/16,77.30506447855251
2016/8/17,76.55684436229338
2016/8/18,78.3183829066265
2016/8/19,75.9724818338831
2016/8/20,71.11432442464024
2016/8/21,75.86031626506022
2016/8/22,78.75614153477083
2016/8/23,77.466967607119
2016/8/24,76.38704793280866
2016/8/25,74.98110972542361
2016/8/26,74.02278704671977
2016/8/27,73.20868512090429
2016/8/28,62.042607890554194
2016/8/29,75.69983057228916
2016/8/30,72.07401965325136
2016/8/31,71.95992982243918
2016/9/1,71.84949171686745
2016/9/2,72.02635542168673
2016/9/3,76.2386106927711
2016/9/4,74.06027234605995
2016/9/5,71.3367846385542
2016/9/6,75.39024849397589
2016/9/7,80.91534403433282
2016/9/8,76.4476001621729
2016/9/9,76.76898067399681
2016/9/10,78.03934001060853
2016/9/11,80.09784734536366
2016/9/12,79.84169894959554
2016/9/13,80.41214608858864
2016/9/14,80.65284563834408
2016/9/15,81.44457557402461
2016/9/16,80.96020424796875
2016/9/17,80.60224418467787
2016/9/18,81.90493682062771
2016/9/19,80.7397323214864
2016/9/20,81.04345270380917
2016/9/21,80.6600436589804
2016/9/22,80.39239945325507
2016/9/23,79.97861270444939
2016/9/24,79.85009627888
2016/9/25,79.75463493760809
2016/9/26,78.79461185185306
2016/9/27,77.4895857658731
2016/9/28,78.26563585235411
2016/9/29,77.59493293819655
2016/9/30,70.57454044273099
2016/10/1,72.80663771442619
2016/10/2,72.83204701866012
2016/10/3,72.88191589389936
2016/10/4,68.19476662917307
2016/10/5,74.32586596385543
2016/10/6,73.27389782595347
2016/10/7,72.91829819277108
2016/10/8,73.16928631785404
2016/10/9,76.30496975743627
2016/10/10,72.61264577400253
2016/10/11,71.93841790865702
2016/10/12,71.93841790865702
2016/10/13,66.38441265060241
2016/10/14,71.21490698047431
2016/10/15,69.31745680843493
2016/10/16,71.48782738935516
2016/10/17,73.55889162816196
2016/10/18,74.43389045114978
2016/10/19,72.0144954819277
2016/10/20,75.6687076134854
2016/10/21,79.25988328313254
2016/10/22,77.8408697398312
2016/10/23,73.07602691075888
2016/10/24,72.41212212177645
2016/10/25,68.27861445783132
2016/10/26,75.93685280702202
2016/10/27,76.23401699726841
2016/10/28,73.96860895673912
2016/10/29,68.82748942633708
2016/10/30,70.64360467066246
2016/10/31,71.37247085140413
2016/11/1,64.36276355421687
2016/11/2,69.04979292168674
2016/11/3,71.6644075634968
2016/11/4,71.81099397590361
2016/11/5,70.41481307184837
2016/11/6,67.74129697788193
2016/11/7,67.01909929154867
2016/11/8,58.47920163855493
2016/11/9,64.71990223821386
2016/11/10,62.92989152741718
2016/11/11,57.456520139452905
2016/11/12,64.08734939759034
2016/11/13,60.84846449724162
2016/11/14,61.12117636131954
2016/11/15,62.1911958689431
2016/11/16,60.91314159962067
2016/11/17,60.739897173571286
2016/11/18,60.62476467511738
2016/11/19,59.28839889850959
2016/11/20,59.25086601365761
2016/11/21,57.38328313253011
2016/11/22,54.03143800884844
2016/11/23,55.79496874346072
2016/11/24,56.78340077184769
2016/11/25,47.75779390047831
2016/11/26,54.63883659638553
2016/11/27,58.878222774310274
2016/11/28,58.0105421686747
2016/11/29,53.55066615630346
2016/11/30,38.77761932238038
2016/12/1,46.39393825416105
2016/12/2,48.64697639769818
2016/12/3,54.072289156626496
2016/12/4,53.49501130379824
2016/12/5,51.4093561746988
2016/12/6,47.12901476923242
2016/12/7,44.41490963855422
2016/12/8,50.43412059760955
2016/12/9,51.31369872835565
2016/12/10,65.47515060240961
2016/12/11,58.206482291580684
2016/12/12,48.81842996987951
2016/12/13,42.21677334337348
2016/12/14,42.63996611445783
2016/12/15,43.93684111445783
2016/12/16,30.85128012048193
2016/12/17,44.89808179312442
2016/12/18,42.312217620481924
2016/12/19,35.63394201807228
2016/12/20,39.331984186746986
2016/12/21,33.906532379518076
2016/12/22,18.532129559351738
2016/12/23,31.08189006024096
2016/12/24,23.35777484939759
2016/12/25,33.84903625784868
2016/12/26,32.72882807667716
2016/12/27,58.74802334337348
2016/12/28,44.26393072289156
2016/12/29,21.155120481927707
2016/12/30,30.712349397590355
2016/12/31,23.47976280120482
2017/1/1,24.153802710843372
2017/1/2,29.190041415662648
2017/1/3,25.421467085593342
2017/1/4,25.641566265060238
2017/1/5,26.649567018072293
2017/1/6,23.822853915662648
2017/1/7,23.988140060240962
2017/1/8,15.84007906626506
2017/1/9,22.786897590361445
2017/1/10,22.792126714723207
2017/1/11,22.470256024096383
2017/1/12,23.117187499999996
2017/1/13,19.597044427710845
2017/1/14,26.857115963855417
2017/1/15,18.345067771084334
2017/1/16,19.90464984939759
2017/1/17,12.787274096385541
2017/1/18,15.866716867469878
2017/1/19,18.87801204819277
2017/1/20,14.61859939759036
2017/1/21,14.92074548192771
2017/1/22,8.897213855421688
2017/1/23,11.437311746987952
2017/1/24,8.238610692771084
2017/1/25,11.520237198795181
2017/1/26,14.055534638554219
2017/1/27,10.365399096385543
2017/1/28,7.862198795180722
2017/1/29,7.704442771084336
2017/1/30,10.746234939759034
2017/1/31,5.641754518072289
2017/2/1,7.272496234939759
2017/2/2,5.415097891566265
2017/2/3,7.317524002259037
2017/2/4,7.080207548945784
2017/2/5,8.715549698795183
2017/2/6,7.011954066265059
2017/2/7,6.032661897590361
2017/2/8,5.805911144578314
2017/2/9,7.029330491503497
2017/2/10,12.346903237951809
2017/2/11,5.351703689759036
2017/2/12,4.539533132530121
2017/2/13,6.447100903614458
2017/2/14,5.285297439759036
2017/2/15,0.6589796686746987
2017/2/16,0.0
2017/2/17,3.009012601888144
2017/2/18,2.4184864457831323
2017/2/19,3.5293674698795185
2017/2/20,3.970726656626506
2017/2/21,3.411803463855421
2017/2/22,2.646554969879518
2017/2/23,2.121234939759036
2017/2/24,4.784262048192771
2017/2/25,0.0
2017/2/26,4.723426076841641
2017/2/27,19.19987091314362
2017/2/28,4.963949548192772
2017/3/1,0.1558734939759036
2017/3/2,5.898541299536466
2017/3/3,0.05384036144578313
2017/3/4,12.816905175885525
2017/3/5,3.302527054134442
2017/3/6,1.745199548192771
2017/3/7,3.5459606179922636
2017/3/8,2.533132530120482
2017/3/9,1.4907756024096386
2017/3/10,2.538780120481928
2017/3/11,1.4673381024096386
2017/3/12,0.26402484939759036
2017/3/13,0.4083207831325301
2017/3/14,2.490472291697221
2017/3/15,0.6189759036144579
2017/3/16,2.5168486445783134
2017/3/17,2.3836058600839363
2017/3/18,10.806570030120483
2017/3/19,5.444088856498879
2017/3/20,4.4197406632466665
2017/3/21,9.337631777108435
2017/3/22,1.714043674698795
2017/3/23,2.680064006024096
2017/3/24,4.2243034638554215
2017/3/25,5.410768072289156
2017/3/26,5.012393328495863
2017/3/27,1.4362763554216866
2017/3/28,2.2341867469879517
2017/3/29,1.3491152108433733
2017/3/30,11.260730421686747
2017/3/31,5.137801204819277
2017/4/1,3.520420407898814
2017/4/2,4.105609939759035
2017/4/3,2.371517319277108
2017/4/4,8.815775460709467
2017/4/5,1.0161897590361446
2017/4/6,2.7628012048192767
2017/4/7,17.784255296777353
2017/4/8,31.121611445783127
2017/4/9,16.616704506126332
2017/4/10,30.745481927710845
2017/4/11,20.483057228915662
2017/4/12,12.915643699197881
2017/4/13,10.117375753012048
2017/4/14,14.414770246674141
2017/4/15,11.547592244301756
2017/4/16,10.643556921596986
2017/4/17,4.822477409638554
2017/4/18,11.342708339533173
2017/4/19,9.245293674698793
2017/4/20,11.259058128997504
2017/4/21,20.46260037614279
2017/4/22,15.020177478082926
2017/4/23,31.861486601901348
2017/4/24,47.65564176835209
2017/4/25,67.39239973188883
2017/4/26,66.70117332131026
2017/4/27,65.99770972671278
2017/4/28,69.73371599237603
2017/4/29,64.8824361160577
2017/4/30,71.99190512048192
2017/5/1,62.743955128882305
2017/5/2,62.32225092850534
2017/5/3,59.15976371678959
2017/5/4,56.068643525422324
2017/5/5,52.96588863953051
2017/5/6,56.68938253012046
2017/5/7,55.92285640986569
2017/5/8,62.89363704819277
2017/5/9,57.51225119757364
2017/5/10,59.95299958392797
2017/5/11,61.79212084628012
2017/5/12,65.05528633278537
2017/5/13,61.801675490586156
2017/5/14,65.5851971981037
2017/5/15,68.1570498972054
2017/5/16,70.1312360031059
2017/5/17,68.47228275221512
2017/5/18,68.54082728653066
2017/5/19,66.32537167761697
2017/5/20,69.83782003012048
2017/5/21,73.61965067271726
2017/5/22,69.5550172716738
2017/5/23,69.8061525979674
2017/5/24,70.12275642946543
2017/5/25,71.27519635910014
2017/5/26,70.11617564006023
2017/5/27,70.21884412650601
2017/5/28,72.66748256137572
2017/5/29,72.12925307578351
2017/5/30,74.46305546846735
2017/5/31,75.00458395050231
2017/6/1,74.94285732292268
2017/6/2,76.89735765629504
2017/6/3,76.01444391457431
2017/6/4,78.39173924922943
2017/6/5,75.29138303952045
2017/6/6,76.10536660918271
2017/6/7,75.61537400211195
2017/6/8,75.61537400211195
2017/6/9,72.75625953473241
2017/6/10,75.40916804376852
2017/6/11,76.29380040283662
2017/6/12,74.8562374904931
2017/6/13,74.8562374904931
2017/6/14,76.87311746987952
2017/6/15,74.52388473878423
2017/6/16,74.13951130660183
2017/6/17,73.3503388554217
2017/6/18,70.0675828313253
2017/6/19,73.3503388554217
2017/6/20,68.37342885747013
2017/6/21,68.37342885747013
2017/6/22,68.37342885747013
2017/6/23,67.6714004278183
2017/6/24,68.16476844879517
2017/6/25,67.47058538715521
2017/6/26,69.90347338440905
2017/6/27,68.07806216090557
2017/6/28,69.375094126506
2017/6/29,68.62232711085353
2017/6/30,74.89589608433734
2017/7/1,74.71991248446776
2017/7/2,74.48637518825302
2017/7/3,70.94678867294127
2017/7/4,71.39016853614025
2017/7/5,72.4651263564466
2017/7/6,65.69132760203028
2017/7/7,70.88929128503224
2017/7/8,68.69016669529029
2017/7/9,68.69016669529029
2017/7/10,70.1127004652138
2017/7/11,72.87904743975903
2017/7/12,67.54445115773076
2017/7/13,67.5530510271888
2017/7/14,71.01948413504175
2017/7/15,69.15871977375215
2017/7/16,59.11220540770565
2017/7/17,68.13485197992209
2017/7/18,70.27715549698794
2017/7/19,72.70718821560042
2017/7/20,75.8979290479637
2017/7/21,73.58433734939759
2017/7/22,74.28017074516019
2017/7/23,73.17264068988432
2017/7/24,73.17158767401453
2017/7/25,73.11860265789262
2017/7/26,70.77939884633902
2017/7/27,73.13602869912802
2017/7/28,68.93712349397592
2017/7/29,69.40524599063829
2017/7/30,69.94063158064002
2017/7/31,70.70664340257643
2017/8/1,70.75488563833466
2017/8/2,66.43351531028746
2017/8/3,71.64175451807228
2017/8/4,73.84031438253011
2017/8/5,70.63822455722165
2017/8/6,70.63822455722165
2017/8/7,70.50079975357976
2017/8/8,71.5197193924203
2017/8/9,71.37649770817123
2017/8/10,66.92692498126661
2017/8/11,66.49176708761468
2017/8/12,69.7007248789431
2017/8/13,70.83903569916646
2017/8/14,66.74901167168676
2017/8/15,68.88608483090458
2017/8/16,74.47632718373494
2017/8/17,72.61191641566265
2017/8/18,69.80520377388918
2017/8/19,63.00640060240965
2017/8/20,68.56155422796687
2017/8/21,73.8613516566265
2017/8/22,70.72601656454155
2017/8/23,75.67772640808519
2017/8/24,70.18460548785797
2017/8/25,70.21089031466516
2017/8/26,70.7774145832981
2017/8/27,70.30899379339563
2017/8/28,70.30899379339563
2017/8/29,62.854856927710834
2017/8/30,70.89071912650603
2017/8/31,72.08471385542168
2017/9/1,69.45925439265837
2017/9/2,69.85070763869459
2017/9/3,70.72852275601352
2017/9/4,71.64664909638553
2017/9/5,73.38147904355843
2017/9/6,71.95124275138578
2017/9/7,75.34666792168673
2017/9/8,72.06788897370717
2017/9/9,72.87353828298039
2017/9/10,69.5673160797142
2017/9/11,75.12105599656162
2017/9/12,73.20896069687532
2017/9/13,77.65102279186249
2017/9/14,76.85643211473901
2017/9/15,78.6553842202727
2017/9/16,78.17625875789
2017/9/17,79.61272579646972
2017/9/18,78.51231995978986
2017/9/19,78.9033565621778
2017/9/20,74.78812123493977
2017/9/21,78.7611385440252
2017/9/22,77.94406522038472
2017/9/23,75.67875241946027
2017/9/24,74.43054397853025
2017/9/25,75.67192041371243
2017/9/26,76.83835274196534
2017/9/27,74.92787092852306
2017/9/28,68.96830857087332
2017/9/29,68.32600871195277
2017/9/30,67.88434183741191
2017/10/1,
2017/10/2,69.36379894578312
2017/10/3,74.51115399096383
2017/10/4,76.09770340660967
2017/10/5,75.45976088564078
2017/10/6,69.36379894578312
2017/10/7,79.65850903614457
2017/10/8,79.27080195783132
2017/10/9,71.41129517555235
2017/10/10,73.92101150392051
2017/10/11,74.50759564824851
2017/10/12,74.74661310035063
2017/10/13,65.56833584337349
2017/10/14,78.01185993975903
2017/10/15,77.60372740963855
2017/10/16,72.75452534836458
2017/10/17,74.43975217514728
2017/10/18,74.48319353181196
2017/10/19,71.59475247543976
2017/10/20,66.34416495245623
2017/10/21,78.62867093373492
2017/10/22,63.48116374374871
2017/10/23,53.45352668934557
2017/10/24,55.11361069277107
2017/10/25,65.49680591850397
2017/10/26,65.34038977953324
2017/10/27,62.27099021084337
2017/10/28,58.56536929004164
2017/10/29,59.62213075125073
2017/10/30,64.76761997715536
2017/10/31,65.10891105539828
2017/11/1,49.03048127817821
2017/11/2,55.63011420203978
2017/11/3,55.63011420203978
2017/11/4,55.63011420203978
2017/11/5,38.73738704819277
2017/11/6,73.77014307228916
2017/11/7,60.93466828171029
2017/11/8,60.9496109417404
2017/11/9,61.15564975214292
2017/11/10,68.1737261852586
2017/11/11,68.60509204864502
2017/11/12,65.18265879944147
2017/11/13,63.28871726558867
2017/11/14,65.29516700807825
2017/11/15,63.68260532833008
2017/11/16,60.52644954819279
2017/11/17,62.30722891566265
2017/11/18,57.02246506960995
2017/11/19,54.22525052851941
2017/11/20,52.59509993218873
2017/11/21,54.95251308435419
2017/11/22,49.37402547698424
2017/11/23,25.934325462364285
2017/11/24,50.27729668674698
2017/11/25,48.52113147385149
2017/11/26,47.68419961182469
2017/11/27,44.08725527108433
2017/11/28,30.31193524096385
2017/11/29,47.441641566265055
2017/11/30,44.9453125
2017/12/1,42.44898343373494
2017/12/2,40.59655437824955
2017/12/3,35.684864457831324
2017/12/4,35.6548078491027
2017/12/5,48.012264432677306
2017/12/6,36.758471385542165
2017/12/7,37.788027124232556
2017/12/8,32.06861822289156
2017/12/9,31.70811370481927
2017/12/10,29.585184487951803
2017/12/11,29.6066453313253
2017/12/12,27.356268825301203
2017/12/13,25.417074548192765
2017/12/14,25.462467055722893
2017/12/15,25.052334337349404
2017/12/16,24.421182069994774
2017/12/17,22.52786144578313
2017/12/18,28.41076807228915
2017/12/19,17.574548192771086
2017/12/20,18.44079442771084
2017/12/21,21.395613704819272
2017/12/22,18.203689759036145
2017/12/23,24.6925828313253
2017/12/24,16.512142319277107
2017/12/25,14.557417168674702
2017/12/26,11.674698795180722
2017/12/27,10.724397590361443
2017/12/28,11.59789156626506
2017/12/29,10.357868975903614
