fecmed,medici
28/09/2017 09:41:00,-1.90
28/09/2017 10:41:00,-2.33
28/09/2017 11:41:00,-2.83
28/09/2017 12:41:00,-3.10
28/09/2017 13:41:00,-2.99
28/09/2017 14:41:00,-2.86
28/09/2017 15:41:00,-2.58
28/09/2017 16:41:00,-2.85
28/09/2017 17:41:00,-3.28
28/09/2017 18:41:00,-3.46
28/09/2017 19:41:00,-3.87
28/09/2017 20:41:00,-3.94
28/09/2017 21:41:00,-4.02
28/09/2017 22:41:00,-3.58
28/09/2017 23:41:00,-3.67
29/09/2017 00:41:00,-4.00
29/09/2017 01:41:00,-3.94
29/09/2017 02:41:00,-4.07
29/09/2017 03:41:00,-4.07
29/09/2017 04:41:00,-3.86
29/09/2017 05:41:00,-3.98
29/09/2017 06:41:00,-4.25
29/09/2017 07:41:00,-4.05
29/09/2017 08:41:00,-4.09
29/09/2017 09:41:00,-4.29
29/09/2017 10:41:00,-4.42
29/09/2017 11:41:00,-4.32
29/09/2017 12:41:00,-4.27
29/09/2017 13:41:00,-4.22
29/09/2017 14:41:00,-4.07
29/09/2017 15:41:00,-3.93
29/09/2017 16:41:00,-3.64
29/09/2017 17:41:00,-3.53
29/09/2017 18:41:00,-3.64
29/09/2017 19:41:00,-3.95
29/09/2017 20:41:00,-4.19
29/09/2017 21:41:00,-4.18
29/09/2017 22:41:00,-4.09
29/09/2017 23:41:00,-4.08
30/09/2017 00:41:00,-4.20
30/09/2017 01:41:00,-4.37
30/09/2017 02:41:00,-4.60
30/09/2017 03:41:00,-5.15
30/09/2017 04:41:00,-5.89
30/09/2017 05:41:00,-6.24
30/09/2017 06:41:00,-6.75
30/09/2017 07:41:00,-7.73
30/09/2017 08:41:00,-8.11
30/09/2017 09:41:00,-8.08
30/09/2017 10:41:00,-7.99
30/09/2017 11:41:00,-7.95
30/09/2017 12:41:00,-8.87
30/09/2017 13:41:00,-7.11
30/09/2017 14:41:00,-6.66
30/09/2017 15:41:00,-7.20
30/09/2017 16:41:00,-7.41
30/09/2017 17:41:00,-7.81
30/09/2017 18:41:00,-8.49
30/09/2017 19:41:00,-10.34
30/09/2017 20:41:00,-11.98
30/09/2017 21:41:00,-13.00
30/09/2017 22:41:00,-13.32
30/09/2017 23:41:00,-13.61
01/10/2017 00:41:00,-13.84
01/10/2017 01:41:00,-13.68
01/10/2017 02:41:00,-13.49
01/10/2017 03:41:00,-13.75
01/10/2017 04:41:00,-13.91
01/10/2017 05:41:00,-14.12
01/10/2017 06:41:00,-14.31
01/10/2017 07:41:00,-14.50
01/10/2017 08:41:00,-14.33
01/10/2017 09:41:00,-12.63
01/10/2017 10:41:00,-11.70
01/10/2017 11:41:00,-10.79
01/10/2017 12:41:00,-10.72
01/10/2017 13:41:00,-10.37
01/10/2017 14:41:00,-10.20
01/10/2017 15:41:00,-10.50
01/10/2017 16:41:00,-11.32
01/10/2017 17:41:00,-11.66
01/10/2017 18:41:00,-11.68
01/10/2017 19:41:00,-11.66
01/10/2017 20:41:00,-11.95
01/10/2017 21:41:00,-12.50
01/10/2017 22:41:00,-12.16
01/10/2017 23:41:00,-11.08
