fecmed,medici
24/09/2020 11:41:00,41.04
24/09/2020 12:41:00,40.68
24/09/2020 13:41:00,37.08
24/09/2020 14:41:00,40.68
24/09/2020 15:41:00,44.64
24/09/2020 16:41:00,42.12
24/09/2020 17:41:00,33.84
24/09/2020 18:41:00,33.84
24/09/2020 19:41:00,43.20
24/09/2020 20:41:00,61.92
24/09/2020 21:41:00,52.20
24/09/2020 22:41:00,40.32
24/09/2020 23:41:00,38.52
25/09/2020 00:41:00,28.08
25/09/2020 01:41:00,26.64
25/09/2020 02:41:00,45.00
25/09/2020 03:41:00,43.92
25/09/2020 04:41:00,51.48
25/09/2020 05:41:00,34.92
25/09/2020 06:41:00,45.72
25/09/2020 07:41:00,40.68
25/09/2020 08:41:00,43.92
25/09/2020 09:41:00,38.16
25/09/2020 10:41:00,42.84
25/09/2020 11:41:00,39.60
25/09/2020 12:41:00,29.88
25/09/2020 13:41:00,27.72
25/09/2020 14:41:00,21.24
25/09/2020 15:41:00,40.32
25/09/2020 16:41:00,43.20
25/09/2020 17:41:00,55.44
25/09/2020 18:41:00,56.16
25/09/2020 19:41:00,57.60
25/09/2020 20:41:00,36.36
25/09/2020 21:41:00,32.04
25/09/2020 22:41:00,29.16
25/09/2020 23:41:00,27.36
26/09/2020 00:41:00,24.48
26/09/2020 01:41:00,20.88
26/09/2020 02:41:00,27.36
26/09/2020 03:41:00,30.96
26/09/2020 04:41:00,24.48
26/09/2020 05:41:00,32.04
26/09/2020 06:41:00,30.96
26/09/2020 07:41:00,25.92
26/09/2020 08:41:00,38.52
26/09/2020 09:41:00,51.84
26/09/2020 10:41:00,33.12
26/09/2020 11:41:00,39.96
26/09/2020 12:41:00,50.04
26/09/2020 13:41:00,59.76
26/09/2020 14:41:00,67.68
26/09/2020 15:41:00,57.24
26/09/2020 16:41:00,53.64
26/09/2020 17:41:00,57.60
26/09/2020 18:41:00,47.88
26/09/2020 19:41:00,39.96
26/09/2020 20:41:00,31.68
26/09/2020 21:41:00,25.20
26/09/2020 22:41:00,28.44
26/09/2020 23:41:00,16.56
27/09/2020 00:41:00,16.92
27/09/2020 01:41:00,21.60
27/09/2020 02:41:00,14.40
27/09/2020 03:41:00,14.76
27/09/2020 04:41:00,16.56
27/09/2020 05:41:00,13.32
27/09/2020 06:41:00,12.96
27/09/2020 07:41:00,9.72
27/09/2020 08:41:00,8.28
27/09/2020 09:41:00,10.44
27/09/2020 10:41:00,17.64
27/09/2020 11:41:00,15.12
27/09/2020 12:41:00,14.04
27/09/2020 13:41:00,18.36
27/09/2020 14:41:00,17.28
27/09/2020 15:41:00,29.16
27/09/2020 16:41:00,35.28
27/09/2020 17:41:00,32.76
27/09/2020 18:41:00,34.56
27/09/2020 19:41:00,35.64
27/09/2020 20:41:00,32.76
27/09/2020 21:41:00,16.56
27/09/2020 22:41:00,22.32
27/09/2020 23:41:00,15.12
28/09/2020 00:41:00,17.64
28/09/2020 01:41:00,16.92
28/09/2020 02:41:00,15.12
28/09/2020 03:41:00,12.60
28/09/2020 04:41:00,17.64
28/09/2020 05:41:00,18.00
28/09/2020 06:41:00,15.48
28/09/2020 07:41:00,22.32
28/09/2020 08:41:00,25.56
28/09/2020 09:41:00,18.72
28/09/2020 10:41:00,29.52
28/09/2020 11:41:00,29.16
28/09/2020 12:41:00,33.84
28/09/2020 13:41:00,37.08
28/09/2020 14:41:00,56.16
28/09/2020 15:41:00,55.08
28/09/2020 16:41:00,43.92
28/09/2020 17:41:00,44.28
28/09/2020 18:41:00,39.96
28/09/2020 19:41:00,68.04
28/09/2020 20:41:00,43.92
28/09/2020 21:41:00,48.60
28/09/2020 22:41:00,43.20
28/09/2020 23:41:00,45.36
29/09/2020 00:41:00,36.36
29/09/2020 01:41:00,36.72
29/09/2020 02:41:00,45.00
29/09/2020 03:41:00,34.56
29/09/2020 04:41:00,43.92
29/09/2020 05:41:00,36.00
29/09/2020 06:41:00,33.48
29/09/2020 07:41:00,37.44
29/09/2020 08:41:00,55.44
29/09/2020 09:41:00,36.00
29/09/2020 10:41:00,43.20
29/09/2020 11:41:00,35.64
29/09/2020 12:41:00,28.80
29/09/2020 13:41:00,35.28
29/09/2020 14:41:00,42.12
29/09/2020 15:41:00,58.32
29/09/2020 16:41:00,45.72
29/09/2020 17:41:00,42.12
29/09/2020 18:41:00,51.12
29/09/2020 19:41:00,45.00
29/09/2020 20:41:00,48.96
29/09/2020 21:41:00,38.52
29/09/2020 22:41:00,48.60
29/09/2020 23:41:00,38.16
30/09/2020 00:41:00,32.76
30/09/2020 01:41:00,33.84
30/09/2020 02:41:00,43.92
30/09/2020 03:41:00,33.12
30/09/2020 04:41:00,29.88
30/09/2020 05:41:00,37.08
30/09/2020 06:41:00,29.16
30/09/2020 07:41:00,41.76
30/09/2020 08:41:00,45.00
30/09/2020 09:41:00,39.24
30/09/2020 10:41:00,41.04
30/09/2020 11:41:00,44.64
30/09/2020 12:41:00,41.04
30/09/2020 13:41:00,50.76
30/09/2020 14:41:00,57.24
30/09/2020 15:41:00,63.00
30/09/2020 16:41:00,63.72
30/09/2020 17:41:00,65.88
30/09/2020 18:41:00,61.56
30/09/2020 19:41:00,60.84
30/09/2020 20:41:00,86.40
30/09/2020 21:41:00,72.72
30/09/2020 22:41:00,53.28
30/09/2020 23:41:00,45.00
01/10/2020 00:41:00,41.04
01/10/2020 01:41:00,49.32
01/10/2020 02:41:00,53.28
01/10/2020 03:41:00,51.84
01/10/2020 04:41:00,50.76
01/10/2020 05:41:00,52.92
01/10/2020 06:41:00,48.60
01/10/2020 07:41:00,64.80
01/10/2020 08:41:00,62.64
01/10/2020 09:41:00,54.36
01/10/2020 10:41:00,49.32
01/10/2020 11:41:00,48.24
01/10/2020 12:41:00,66.24
01/10/2020 13:41:00,49.68
01/10/2020 14:41:00,59.04
01/10/2020 15:41:00,59.40
01/10/2020 16:41:00,62.64
01/10/2020 17:41:00,70.92
01/10/2020 18:41:00,56.16
01/10/2020 19:41:00,60.12
01/10/2020 20:41:00,47.16
01/10/2020 21:41:00,62.28
01/10/2020 22:41:00,38.88
01/10/2020 23:41:00,39.24
02/10/2020 00:41:00,61.92
02/10/2020 01:41:00,47.52
02/10/2020 02:41:00,58.68
02/10/2020 03:41:00,73.80
02/10/2020 04:41:00,72.00
02/10/2020 05:41:00,79.20
02/10/2020 06:41:00,67.32
02/10/2020 07:41:00,98.28
02/10/2020 08:41:00,78.84
02/10/2020 09:41:00,65.88
02/10/2020 10:41:00,61.92
02/10/2020 11:41:00,67.68
02/10/2020 12:41:00,52.92
02/10/2020 13:41:00,55.44
02/10/2020 14:41:00,53.28
02/10/2020 15:41:00,64.44
02/10/2020 16:41:00,61.56
02/10/2020 17:41:00,65.52
02/10/2020 18:41:00,49.68
02/10/2020 19:41:00,62.64
02/10/2020 20:41:00,60.84
02/10/2020 21:41:00,59.04
02/10/2020 22:41:00,44.64
02/10/2020 23:41:00,61.92
03/10/2020 00:41:00,27.72
03/10/2020 01:41:00,36.72
03/10/2020 02:41:00,36.00
03/10/2020 03:41:00,41.04
03/10/2020 04:41:00,48.60
03/10/2020 05:41:00,55.80
03/10/2020 06:41:00,44.28
03/10/2020 07:41:00,42.48
03/10/2020 08:41:00,46.80
03/10/2020 12:41:00,60.84
03/10/2020 13:41:00,50.40
03/10/2020 14:41:00,56.88
03/10/2020 15:41:00,53.28
03/10/2020 16:41:00,65.16
03/10/2020 17:41:00,53.64
03/10/2020 18:41:00,50.04
03/10/2020 19:41:00,47.52
03/10/2020 20:41:00,59.40
03/10/2020 21:41:00,64.44
03/10/2020 22:41:00,54.36
03/10/2020 23:41:00,63.00
04/10/2020 00:41:00,66.24
04/10/2020 01:41:00,55.80
04/10/2020 02:41:00,63.00
04/10/2020 03:41:00,58.32
04/10/2020 04:41:00,55.80
04/10/2020 05:41:00,49.68
04/10/2020 06:41:00,82.80
04/10/2020 07:41:00,66.96
04/10/2020 08:41:00,72.72
04/10/2020 09:41:00,93.24
04/10/2020 10:41:00,85.32
04/10/2020 11:41:00,59.76
04/10/2020 12:41:00,59.40
04/10/2020 13:41:00,69.48
04/10/2020 14:41:00,74.88
04/10/2020 15:41:00,69.84
04/10/2020 16:41:00,64.80
04/10/2020 17:41:00,55.80
04/10/2020 18:41:00,50.76
04/10/2020 19:41:00,50.04
04/10/2020 20:41:00,48.60
04/10/2020 21:41:00,50.76
04/10/2020 22:41:00,55.08
04/10/2020 23:41:00,49.68
05/10/2020 00:41:00,37.80
05/10/2020 01:41:00,38.88
05/10/2020 02:41:00,28.80
05/10/2020 03:41:00,30.24
05/10/2020 04:41:00,34.92
05/10/2020 05:41:00,35.28
05/10/2020 06:41:00,40.68
05/10/2020 07:41:00,42.84
05/10/2020 08:41:00,55.08
05/10/2020 09:41:00,59.40
05/10/2020 10:41:00,55.44
05/10/2020 11:41:00,50.04
05/10/2020 12:41:00,52.56
05/10/2020 13:41:00,68.04
05/10/2020 14:41:00,61.56
05/10/2020 15:41:00,54.00
